نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني, الرياض , ضاحية نمار ,جنوبية شرقية,2200,19780,43516000
أرض,سكني, الرياض , ضاحية نمار ,غربية,2227,19780,44050060
أرض,سكني, حي الرمال , ,شرقية,360,19780,7120800
أرض,سكني, حي الرمال , ,غربية,375,1201,450375
أرض,سكني, حريملاء, الرياض ,جنوبية,875,1120,980000
أرض,سكني, الرياض , حي المشرق ,شمالية,750,480,360000
أرض,سكني, الرياض , حي الجنادرية ,شمالية شرقية,500,480,240000
أرض,سكني, الرياض , حي العليا ,شمالية شرقية,1741,6000,10446000
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,1200,3400,4080000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,750,600,450000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,750,600,450000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية شرقية,2237,600,1342200
أرض,سكني,13843, امارة منطقة الرياض ,شمالية غربية,2250,600,1350000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية غربية,2237,600,1342200
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,2250,600,1350000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,1650,8000,13200000
أرض,سكني,13843, امارة منطقة الرياض ,غربية,2250,888,1998000
أرض,سكني,13843, امارة منطقة الرياض ,غربية,900,888,799200
أرض,سكني, الرياض , حي العلا ,شمالية,936,459,429624
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,459,499851
أرض,تجاري وسكني, الرياض , حي النسيم الشرقي ,شمالية,840,2500,2100000
أرض,تجاري وسكني, حريملاء, ملهم ,شرقية,312,1925,600600
أرض,تجاري وسكني, الرياض , ضاحية نمار ,شمالية,1060,2000,2120000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,540,2500,1350000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,4000,3600000
أرض,سكني, الرياض , حي النرجس ,غربية,450,2000,900000
أرض,سكني, الرياض , حي النرجس ,غربية,450,2000,900000
أرض,سكني, الرياض , حي النرجس ,شمالية,300,2000,600000
أرض,سكني, الرياض , حي الملك فيصل ,جنوبية,1089,3350,3648150
أرض,سكني, الرياض , حي النرجس ,شمالية,455,4800,2184000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4800,4320000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1133,849750
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4800,4320000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1466,549750
أرض,سكني, الرياض , حي المهدية ,شمالية,300,3500,1050000
أرض,سكني, الرياض , حي المهدية ,شمالية,300,3333,999900
أرض,سكني, الرياض , حي الشرق ,شرقية,360,2400,864000
أرض,سكني, الرياض , حي بنبان ,شمالية,503,1230,618690
أرض,سكني, الرياض , حي المونسية ,جنوبية,300,4400,1320000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2700,1215000
أرض,سكني, حريملاء, الرياض ,جنوبية,742,1400,1038800
أرض,سكني, الرياض , حي المهدية ,غربية,450,1400,630000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,300,4400,1320000
أرض,سكني, حريملاء, الرياض ,جنوبية,300,4400,1320000
أرض,سكني, الرياض , حي القادسية ,جنوبية شرقية,510,4019,2049690
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,900,4019,3617100
أرض,سكني, الرياض , حي المشرق ,شمالية,936,515,482040
أرض,سكني, الرياض , حي المونسية ,شمالية,500,4200,2100000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,400,2625,1050000
أرض,تجاري وسكني, الرياض , حي ثليم ,جنوبية غربية,340,4400,1496000
أرض,تجاري وسكني, الرياض , حي ثليم ,جنوبية غربية,432,4400,1900800
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,450,4400,1980000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية شرقية,2327,859,1998893
أرض,تجاري وسكني, الرياض , حي الياسمين ,جنوبية,1500,6700,10050000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية,455,4800,2184000
أرض,تجاري وسكني, الرياض , حي عريض ,شرقية,700,1350,945000
أرض,تجاري وسكني, الرياض , حي عريض ,شمالية,785,1350,1059750
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,600,1350,810000
أرض,تجاري وسكني, حريملاء, الرياض ,جنوبية,2340,1350,3159000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,437,2350,1026950
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية غربية,582,2350,1367700
أرض,تجاري وسكني, الرياض , حي اليمامة ,غربية,386,2350,907100
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,900,2350,2115000
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية,375,1333,499875
أرض,تجاري وسكني, الرياض , حي الياسمين ,جنوبية,1500,6667,10000500
أرض,سكني, الرياض , حي القدس ,جنوبية,500,4100,2050000
أرض,سكني, الرياض , حي عرقة ,شمالية,536,6000,3216000
أرض,سكني, الرياض , حي القيروان ,غربية,450,6000,2700000
أرض,سكني, الرياض , حي المهدية ,شمالية,536,2600,1393600
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,2600,1170000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,670,1000,670000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,2394,1000,2394000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,247,1650,407550
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,239,1600,382400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,381,1800,685800
أرض,سكني, الرياض , حي المهدية ,شرقية,391,1800,703800
أرض,سكني, الرياض , حي المهدية ,شمالية,670,993,665310
أرض,سكني, الرياض , حي بدر ,ثلاث شوارع,7861,993,7805973
أرض,سكني, الرياض , حي الخليج ,شمالية غربية,600,2600,1560000
أرض,سكني, الرياض , حي حطين ,جنوبية غربية,1200,10000,12000000
أرض,سكني, الرياض , حي بدر ,جنوبية غربية,1200,10000,12000000
أرض,سكني, الرياض , حي النرجس ,غربية,1800,10000,18000000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,10000,9000000
أرض,سكني, حريملاء, الرياض ,جنوبية,420,10000,4200000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,10000,3750000
أرض,سكني, حريملاء, الرياض ,شمالية,375,10000,3750000
أرض,سكني, حريملاء, الرياض ,غربية,2100,10000,21000000
أرض,سكني, الرياض , حي المونسية ,شمالية,621,10000,6210000
أرض,سكني, الرياض , حي المهدية ,شمالية,450,3000,1350000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,900,2000,1800000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,312,2000,624000
أرض,سكني, الرياض , حي الرمال ,شمالية شرقية,580,2000,1160000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,312,2000,624000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2000,1500000
أرض,سكني, الجبيلة , حي عقرباء ,شمالية غربية,500,2460,1230000
أرض,سكني, الرياض , حي السلام ,غربية,360,3339,1202040
أرض,سكني, الرياض , حي النرجس ,جنوبية,333,3339,1111887
أرض,سكني, الرياض , حي النرجس ,جنوبية,333,3339,1111887
أرض,سكني, الرياض , حي اليرموك ,شمالية,4350,6000,26100000
أرض,سكني, حريملاء, الرياض ,شمالية,630,6000,3780000
أرض,سكني, الرياض , حي الندوة ,شرقية,1200,3000,3600000
أرض,سكني, العيينة , حي الوادي ,شرقية,625,3000,1875000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,930,3000,2790000
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,900,4000,3600000
أرض,سكني, حي القيروان , شارع السلطان محمد الفاتح ,شمالية,692,6400,4428800
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,1400,6400,8960000
أرض,سكني, حريملاء, الرياض ,شمالية,375,6400,2400000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,900,1500,1350000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1466,549750
أرض,سكني, حريملاء, الرياض ,شرقية,810,1350,1093500
أرض,تجاري وسكني, الرياض , حي الزاهر ,جنوبية,900,1000,900000
أرض,تجاري وسكني, الرياض , حي الزاهر ,جنوبية شرقية,900,1000,900000
أرض,تجاري وسكني, الدرعية, العيينة ,جنوبية شرقية,900,1000,900000
أرض,تجاري وسكني, الرياض , حي البيان ,شمالية,1500,1000,1500000
أرض,تجاري وسكني, الرياض , حي عريض ,ثلاث شوارع,495,1000,495000
أرض,تجاري وسكني, الرياض , حي طيبة ,ثلاث شوارع,6889,1000,6889000
أرض,تجاري وسكني, الرياض , حي طيبة ,جنوبية,1843,1000,1843000
أرض,تجاري وسكني, الرياض , حي طيبة ,أربع شوارع,1843,1000,1843000
أرض,تجاري وسكني, الرياض , حي طيبة ,جنوبية,360,1000,360000
أرض,تجاري وسكني, الرياض , حي الملك عبدالله ,أربع شوارع,8217,3000,24651000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,أربع شوارع,8217,3000,24651000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,ثلاث شوارع,750,3000,2250000
أرض,تجاري وسكني, الرياض , حي القادسية ,شمالية,312,3000,936000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,216,3000,648000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,شمالية شرقية,900,3000,2700000
أرض,تجاري وسكني, الرياض , حي المروة ,شرقية,2625,4500,11812500
أرض,تجاري وسكني, الرياض , حي المروة ,شرقية,900,4500,4050000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,372,4500,1674000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,747,6500,4855500
أرض,تجاري وسكني, الرياض , حي القادسية ,جنوبية شرقية,306,2700,826200
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,270,2700,729000
أرض,تجاري, الرياض , حي السلي ,شمالية,2800,4000,11200000
أرض,تجاري, الرياض , حي القادسية ,شرقية,270,2700,729000
أرض,تجاري, الرياض , حي القادسية ,جنوبية شرقية,306,2700,826200
أرض,سكني, حريملاء, الرياض ,شمالية,375,1320,495000
أرض,سكني, الرياض , حي النرجس ,جنوبية,900,1320,1188000
أرض,سكني, الرياض , حي طويق ,جنوبية شرقية,900,1600,1440000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,425,4250,1806250
أرض,سكني, الرياض , حي الجزيرة ,أربع شوارع,1800,4250,7650000
أرض,سكني, الرياض , حي القادسية ,شمالية شرقية,234,3100,725400
أرض,سكني, الرياض , حي العارض ,شمالية غربية,425,3100,1317500
أرض,سكني, الرياض , حي المناخ ,شمالية,312,1600,499200
أرض,سكني, الرياض , حي المناخ ,شمالية,630,1600,1008000
أرض,سكني, الرياض , حي القادسية ,جنوبية,3000,3080,9240000
أرض,سكني, الرياض , حي القادسية ,جنوبية,890,1179,1049310
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,1400,3100,4340000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,546,409500
أرض,سكني, الرياض , حي عريض ,شمالية,450,546,245700
أرض,سكني, الرياض , حي بدر ,شمالية,375,546,204750
أرض,سكني, الرياض , حي بدر ,غربية,900,546,491400
أرض,سكني, حريملاء, الرياض ,جنوبية,360,1480,532800
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,1480,666000
أرض,سكني, الرياض , حي الرفيعة ,شمالية شرقية,483,5800,2801400
أرض,سكني, حريملاء, الرياض ,شمالية,910,5800,5278000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,1752,1997,3498744
أرض,سكني, الرياض , حي النرجس ,شرقية,594,5000,2970000
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,3400,3702600
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,3200,3484800
أرض,سكني, الرياض , حي النرجس ,جنوبية,1089,3200,3484800
أرض,سكني, حريملاء, الرياض ,جنوبية غربية,408,3200,1305600
أرض,سكني, الرياض , حي المونسية ,شمالية,875,4000,3500000
أرض,سكني, حريملاء, الرياض ,شرقية,375,4000,1500000
أرض,سكني, الرياض , حي الرفيعة ,شمالية شرقية,483,5800,2801400
أرض,سكني, حريملاء, الرياض ,شرقية,375,1455,545625
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,1627,1455,2367285
أرض,سكني, الرياض , حي حطين ,شمالية غربية,4000,1455,5820000
أرض,سكني, الرياض , حي حطين ,شمالية,1627,1455,2367285
أرض,سكني, الرياض , حي العلا ,شمالية,1627,1455,2367285
أرض,سكني, الرياض , حي النهضة ,جنوبية,1089,2850,3103650
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,467,350250
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,427,467,199409
أرض,سكني, الرياض , حي المهدية ,شمالية غربية,900,467,420300
أرض,سكني, الرياض , حي النرجس ,شمالية,300,5500,1650000
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,2600,2400,6240000
أرض,سكني, الرياض , حي الناصرية ,ثلاث شوارع,2600,2400,6240000
أرض,سكني, الرياض , حي الناصرية ,جنوبية,9053,4000,36212000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,900,4000,3600000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,4000,1600000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,692,4000,2768000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,3100,1395000
أرض,سكني, الرياض , حي النظيم ,غربية,590,3100,1829000
أرض,سكني, الرياض , حي النسيم الغربي ,جنوبية,875,1800,1575000
أرض,سكني, الرياض , حي الصفا ,غربية,400,1800,720000
أرض,سكني, الرياض , حي أم الحمام الغربي ,غربية,225,2667,600075
أرض,سكني, الرياض , حي أم الحمام الغربي ,غربية,600,2667,1600200
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,450,2667,1200150
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,600,2667,1600200
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,600,2667,1600200
أرض,سكني, الرياض , حي الرمال ,جنوبية,372,3100,1153200
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,2400,3100,7440000
أرض,سكني, الرياض , حي النسيم الغربي ,جنوبية,875,1900,1662500
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,3100,1395000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,666,299700
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,405,666,269730
أرض,سكني, الرياض , حي ظهرة نمار ,شرقية,483,1500,724500
أرض,تجاري وسكني, الرياض , حي طويق ,جنوبية,3600,3500,12600000
أرض,تجاري وسكني, الرياض , حي طويق ,جنوبية,3600,3500,12600000
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,375,2666,999750
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,936,507,474552
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,300,800,240000
أرض,تجاري وسكني, الرياض , حي القيروان ,شمالية,692,6400,4428800
أرض,تجاري وسكني, الرياض , حي البرية ,جنوبية,330,6400,2112000
أرض,تجاري وسكني, الرياض , حي البرية ,ثلاث شوارع,10941,6400,70022400
أرض,تجاري وسكني, الرياض , حي البرية ,شمالية غربية,671,700,469700
أرض,تجاري وسكني, الرياض , حي ظهرة نمار ,شمالية,511,1600,817600
أرض,تجاري وسكني, الرياض , حي عرقة ,غربية,1400,5857,8199800
أرض,تجاري وسكني, الرياض , حي العارض ,أربع شوارع,7420,4000,29680000
أرض,تجاري وسكني, الرياض , ضاحية نمار ,شمالية,450,4000,1800000
أرض,تجاري وسكني, الجبيلة , حي عقرباء ,شمالية,450,4000,1800000
أرض,تجاري وسكني, الجبيلة , حي عقرباء ,جنوبية شرقية,625,4000,2500000
أرض,تجاري وسكني, الرياض , حي العلا ,ثلاث شوارع,17927,1500,26890500
أرض,تجاري وسكني, الرياض , حي العلا ,ثلاث شوارع,24000,3000,72000000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,379,1590,602610
أرض,تجاري وسكني, الرياض , حي عريض ,غربية,379,1590,602610
أرض,تجاري وسكني, الرياض , ,شمالية,450,1590,715500
أرض,تجاري وسكني, الرياض , حي المصيف ,شمالية,1270,4500,5715000
أرض,تجاري وسكني, الرياض , حي المصيف ,جنوبية,350,4000,1400000
أرض,تجاري وسكني, الرياض , حي عريض ,أربع شوارع,40000,1000,40000000
أرض,تجاري وسكني, الرياض , حي عريض ,جنوبية,2000,500,1000000
أرض,تجاري وسكني, الرياض , حي عريض ,شرقية,235,940,220900
أرض,تجاري وسكني, الرياض , حي الازدهار ,غربية,771,940,724740
أرض,تجاري وسكني, الرياض , حي الازدهار ,غربية,771,940,724740
أرض,سكني, الرياض , حي النسيم الغربي ,شمالية غربية,625,2400,1500000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,1064,5500,5852000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1546,579750
أرض,سكني, حريملاء, الرياض ,غربية,325,5800,1885000
أرض,سكني, الرياض , حي النسيم الغربي ,شمالية غربية,625,2400,1500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,3000,1350000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,3000,1350000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,2889,1300050
أرض,سكني, الرياض , حي عريض ,جنوبية,486,2889,1404054
أرض,سكني, الدرعية, سدوس ,شرقية,625,2889,1805625
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,2000,900000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,460,2000,920000
أرض,سكني, الرياض , حي العريجاء الوسطى ,شمالية شرقية,400,1750,700000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,759,1750,1328250
أرض,سكني, الرياض , حي عريض ,جنوبية,360,1450,522000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,1305,469800
أرض,سكني, الرياض , حي العارض ,جنوبية غربية,775,1305,1011375
أرض,سكني, الرياض , حي الدار البيضاء ,شرقية,910,1270,1155700
أرض,سكني, الرياض , حي الدار البيضاء ,شمالية,1050,1450,1522500
أرض,سكني, الرياض , حي المهدية ,غربية,405,1450,587250
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,1450,1087500
أرض,سكني, الرياض , ضاحية نمار ,جنوبية غربية,537,1400,751800
أرض,سكني, حريملاء, ملهم ,شمالية,312,1400,436800
أرض,سكني, حريملاء, القرينة ,جنوبية,630,920,579600
أرض,سكني, الرياض , حي الملز ,ثلاث شوارع,1148,920,1056160
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,435,827,359745
أرض,سكني, الدرعية, العيينة ,شرقية,390,2600,1014000
أرض,سكني, الدرعية, العيينة ,جنوبية,375,2600,975000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,234,3100,725400
أرض,سكني, الرياض , حي عريض ,جنوبية,630,1380,869400
أرض,سكني, الرياض , حي المهدية ,جنوبية,400,2750,1100000
أرض,سكني, الرياض , حي النرجس ,جنوبية شرقية,475,4700,2232500
أرض,سكني, الرياض , حي المهدية ,شمالية,460,2550,1173000
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,460,2550,1173000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,840,2550,2142000
أرض,سكني, الرياض , حي العوالي ,شرقية,778,2550,1983900
أرض,سكني, الرياض , حي العوالي ,جنوبية,769,600,461400
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,540,5000,2700000
أرض,سكني, الرياض , حي نمار ,غربية,314,5000,1570000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,314,5000,1570000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,1200,3000,3600000
أرض,سكني, حريملاء, الرياض ,شمالية,780,1335,1041300
أرض,سكني, الرياض , حي عريض ,شمالية,780,1335,1041300
أرض,سكني, الرياض , حي القيروان ,ثلاث شوارع,2100,1335,2803500
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,900,3200,2880000
أرض,سكني, الرياض , حي القيروان ,ثلاث شوارع,2100,3200,6720000
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,2100,3200,6720000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,900,3300,2970000
أرض,سكني, الرياض , حي حطين ,شمالية غربية,1000,3300,3300000
أرض,سكني, الرياض , حي حطين ,شمالية,910,6500,5915000
أرض,تجاري, الرياض , حي ظهرة لبن ,شمالية,930,2500,2325000
أرض,تجاري, الرياض , حي ظهرة لبن ,شمالية,930,2500,2325000
أرض,تجاري, الرياض , حي ظهرة لبن ,غربية,900,2222,1999800
أرض,تجاري, الرياض , حي النرجس ,شمالية,916,3820,3499120
أرض,تجاري, الرياض , حي القادسية ,شرقية,543,2300,1248900
أرض,تجاري, حريملاء, الرياض ,شمالية,375,2300,862500
أرض,تجاري, حريملاء, الرياض ,شمالية غربية,736,2300,1692800
أرض,تجاري, امارة منطقة الرياض, الرياض ,جنوبية شرقية,235,1063,249805
أرض,تجاري, الرياض , حي الملك فيصل ,شمالية شرقية,900,4500,4050000
أرض,تجاري وسكني, الرياض , حي الملك فيصل ,شمالية شرقية,900,4500,4050000
أرض,تجاري وسكني, الرياض , حي الروضة ,غربية,660,4500,2970000
أرض,تجاري وسكني, الرياض , حي الروضة ,جنوبية,525,1300,682500
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,900,1300,1170000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,525,1400,735000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,750,1400,1050000
أرض,سكني, حريملاء, الرياض ,جنوبية,780,1283,1000740
أرض,سكني, حريملاء, الرياض ,شرقية,430,3300,1419000
أرض,سكني, حريملاء, الرياض ,جنوبية,780,1415,1103700
أرض,سكني, حريملاء, الرياض ,شمالية,780,1283,1000740
أرض,سكني, الرياض , حي عريض ,ثلاث شوارع,2500,3500,8750000
أرض,سكني, الرياض , حي الغنامية ,شرقية,259,3500,906500
أرض,سكني, الرياض , حي عريض ,جنوبية,2500,1280,3200000
أرض,سكني, الرياض , حي المهدية ,شمالية,536,1280,686080
أرض,سكني, الرياض , حي الغنامية ,جنوبية,420,1280,537600
أرض,سكني, الرياض , حي الزهرة ,جنوبية,500,2000,1000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,750,4000,3000000
أرض,سكني, الرياض , حي المهدية ,شمالية,451,2200,992200
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,750,4000,3000000
أرض,سكني, الرياض , حي المغرزات ,شرقية,713,4000,2852000
أرض,سكني, الرياض , حي الربوة ,جنوبية غربية,350,4600,1610000
أرض,سكني, الرياض , حي عريض ,شرقية,434,1250,542500
أرض,سكني, الرياض , حي عريض ,شرقية,434,1250,542500
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,3400,3702600
أرض,سكني, الرياض , حي ظهرة لبن ,شرقية,452,2500,1130000
أرض,سكني, الدرعية, العيينة ,أربع شوارع,39192,620,24299040
أرض,سكني, حريملاء, الرياض ,أربع شوارع,39192,620,24299040
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,750,3333,2499750
أرض,سكني, الرياض , حي عكاظ ,جنوبية,405,1400,567000
أرض,سكني, الرياض , حي الخير ,شرقية,422,1400,590800
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,1200,1400,1680000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,1200,1400,1680000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,1370,493200
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,887,1200,1064400
أرض,سكني, امارة منطقة الرياض, حي عكاظ ,شمالية شرقية,600,1200,720000
أرض,سكني, حريملاء, الرياض ,شرقية,405,1604,649620
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,1400,1604,2245600
أرض,سكني, الرياض , حي الوزارات ,جنوبية غربية,1400,1604,2245600
أرض,سكني, الرياض , حي الخير ,غربية,437,1717,750329
أرض,سكني, الرياض , حي الخير ,غربية,745,671,499895
أرض,سكني, الرياض , حي البرية ,شمالية,690,1000,690000
أرض,سكني, الرياض , حي الخير ,شرقية,600,1000,600000
أرض,سكني, حريملاء, الرياض ,شمالية,744,1000,744000
أرض,سكني, حي عريض , طريق النفود ,شمالية غربية,1050,2095,2199750
أرض,سكني, الرياض , ضاحية نمار ,شرقية,864,1274,1100736
أرض,سكني, الرياض , ضاحية نمار ,شرقية,864,1274,1100736
أرض,سكني, الرياض , حي ضاحية نمار ,شرقية,864,1042,900288
أرض,سكني, الدرعية, العيينة ,شمالية,500,2500,1250000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,2500,2250000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1280,480000
أرض,سكني, الرياض , حي قرطبة ,غربية,450,1280,576000
أرض,سكني, الرياض , حي ظهرة نمار ,شرقية,440,1900,836000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,900,1900,1710000
أرض,سكني, الرياض , حي المهدية ,شرقية,450,3444,1549800
أرض,سكني, الرياض , حي النرجس ,شمالية,363,4800,1742400
أرض,سكني, الرياض , حي القيروان ,غربية,559,5800,3242200
أرض,سكني, الرياض , حي القيروان ,جنوبية شرقية,1373,5800,7963400
أرض,سكني, الرياض , حي المشرق ,شرقية,1021,1000,1021000
أرض,سكني, الرياض , حي المشرق ,جنوبية,450,5000,2250000
أرض,سكني, الدرعية, العيينة ,جنوبية,780,3250,2535000
أرض,سكني, الدرعية, العيينة ,جنوبية,825,3250,2681250
أرض,سكني, الرياض , حي بدر ,شمالية شرقية,447,2000,894000
أرض,سكني, الرياض , حي المهدية ,ثلاث شوارع,450,3111,1399950
أرض,سكني, الرياض , حي الزاهر ,جنوبية غربية,1020,800,816000
أرض,سكني, الرياض , حي الزاهر ,شرقية,450,900,405000
أرض,سكني, الرياض , حي الزاهر ,شرقية,450,900,405000
أرض,سكني, حريملاء, الرياض ,شمالية,437,1965,858705
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,1080,6100,6588000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,390,3300,1287000
أرض,سكني, حريملاء, الرياض ,شمالية,500,1720,860000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,810,802,649620
أرض,سكني, حريملاء, الرياض ,شمالية,736,1317,969312
أرض,سكني, حريملاء, الرياض ,شمالية,270,1317,355590
أرض,سكني, الرياض , حي الخير ,شمالية غربية,960,2185,2097600
أرض,سكني, الرياض , حي الخير ,شرقية,312,2185,681720
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,666,299700
أرض,سكني, حريملاء, الرياض ,شرقية,750,2150,1612500
أرض,سكني, حريملاء, الرياض ,غربية,750,2000,1500000
أرض,سكني, حريملاء, الرياض ,شمالية,437,1965,858705
أرض,سكني, الرياض , حي النرجس ,غربية,412,4900,2018800
أرض,سكني, حريملاء, الرياض ,شرقية,418,4900,2048200
أرض,سكني, الرياض , حي حطين ,ثلاث شوارع,1988,10500,20874000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,225,10500,2362500
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,600,1250,750000
