نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني, الرياض , حي الخير ,غربية,109,1834,199906
أرض,سكني, الرياض , حي الخير ,شمالية غربية,864,1600,1382400
أرض,سكني, الرياض , حي النرجس ,شمالية,500,5000,2500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,5000,4500000
أرض,سكني, حريملاء, الرياض ,جنوبية,900,5000,4500000
أرض,سكني, الرياض , حي عريض ,جنوبية,900,5000,4500000
أرض,سكني, الرياض , حي عكاظ ,شرقية,600,5000,3000000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,218,1650,359700
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,247,1650,407550
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,239,1650,394350
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,1650,742500
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,390,1000,390000
أرض,سكني, الرياض , حي النرجس ,جنوبية,480,4800,2304000
أرض,سكني, الرياض , حي طويق ,جنوبية,360,2500,900000
أرض,سكني, الرياض, ضاحية نمار ,شمالية,451,1400,631400
أرض,سكني, الرياض , حي طويق ,جنوبية,360,2500,900000
أرض,سكني, الرياض , حي طويق ,جنوبية,360,2500,900000
أرض,سكني, الرياض , حي بنبان ,شرقية,800,2125,1700000
أرض,سكني, الرياض , حي المشرق ,جنوبية,750,2125,1593750
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,200,2125,425000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2125,1593750
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,750,3150,2362500
أرض,سكني, الرياض , حي العوالي ,جنوبية,352,3150,1108800
أرض,سكني, امارة منطقة الرياض, الرياض ,أربع شوارع,4262,3150,13425300
أرض,سكني, الرياض , حي الملقا ,غربية,928,10000,9280000
أرض,سكني, الرياض , حي حطين ,ثلاث شوارع,2816,10000,28160000
أرض,سكني, الرياض , حي المهدية ,غربية,625,10000,6250000
أرض,سكني, الرياض , حي عرقة ,غربية,453,4800,2174400
أرض,سكني, الرياض , حي عرقة ,شمالية غربية,432,4800,2073600
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,930,2600,2418000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,930,2600,2418000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,300,2600,780000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,572,2600,1487200
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,5850,2600,15210000
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,3400,3702600
أرض,سكني, الرياض , حي السويدي ,جنوبية شرقية,625,3400,2125000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,3400,1360000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,3400,1360000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,3400,1360000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,2000,3400,6800000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,750,300000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,405,750,303750
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,400,750,300000
أرض,سكني, الرياض , حي الشهداء ,جنوبية,320,5300,1696000
أرض,سكني, الرياض , حي المهدية ,شمالية شرقية,400,2570,1028000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,2570,1028000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,420,2570,1079400
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,2570,1028000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,2570,1028000
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,1400,8000,11200000
أرض,سكني, الرياض , حي الحمراء ,جنوبية,1000,6000,6000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,750,6000,4500000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,750,6000,4500000
أرض,سكني, الرياض , حي الحزم ,جنوبية,675,6000,4050000
أرض,سكني, الرياض , حي عكاظ ,غربية,2520,6000,15120000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,425,6000,2550000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,425,6000,2550000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,420,714,299880
أرض,سكني, الرياض , حي البيان ,شمالية,375,714,267750
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,229,714,163506
أرض,سكني, الرياض , حي قرطبة ,غربية,450,5500,2475000
أرض,سكني, الرياض , حي القادسية ,شمالية غربية,1019,5500,5604500
أرض,سكني, الرياض , حي البديعة ,ثلاث شوارع,4260,3521,14999460
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1220,457500
أرض,سكني, الرياض , حي البديعة ,جنوبية شرقية,735,1632,1199520
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1220,457500
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,450,5500,2475000
أرض,سكني, الرياض , حي الملك فهد ,شمالية شرقية,1419,4200,5959800
أرض,سكني, الرياض , حي الرمال ,جنوبية,412,3500,1442000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,471,3500,1648500
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,450,2000,900000
أرض,سكني, الرياض , حي المحمدية ,جنوبية,360,7500,2700000
أرض,سكني, الرياض , حي المحمدية ,جنوبية,360,7500,2700000
أرض,سكني, الرياض , حي النهضة ,غربية,432,2500,1080000
أرض,سكني, الرياض , حي النهضة ,غربية,432,1260,544320
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,2940,2000,5880000
أرض,سكني, الرياض , حي الشهداء ,جنوبية,320,5300,1696000
أرض,سكني, الرياض , حي الرمال ,غربية,3663,1400,5128200
أرض,سكني, الرياض , حي منفوحة الجديدة ,شرقية,85,1400,119000
أرض,سكني, الرياض , حي المهدية ,شمالية,675,3000,2025000
أرض,سكني, حريملاء, الرياض ,شرقية,379,3000,1137000
أرض,سكني, الرياض , ضاحية نمار ,شمالية,437,3000,1311000
أرض,سكني, حريملاء, الرياض ,شرقية,759,1317,999603
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,450,2000,900000
أرض,سكني, الرياض , حي غرناطة ,ثلاث شوارع,1650,4800,7920000
أرض,سكني, الرياض , حي غرناطة ,شمالية,800,4800,3840000
أرض,سكني, الرياض , حي العارض ,غربية,432,4650,2008800
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,1050,809,849450
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,533,239850
أرض,سكني, الرياض , حي الربيع ,غربية,750,7000,5250000
أرض,سكني, الرياض , حي النهضة ,شمالية,450,7000,3150000
أرض,سكني, حريملاء, الرياض ,شمالية,375,7000,2625000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,300,834,250200
أرض,سكني, الرياض , حي العقيق ,غربية,300,834,250200
أرض,سكني, الرياض , حي اليرموك ,غربية,300,3800,1140000
أرض,سكني, الدرعية, العيينة ,جنوبية,937,3800,3560600
أرض,سكني, حريملاء, الرياض ,شرقية,300,1900,570000
أرض,سكني, حريملاء, الرياض ,شرقية,300,1900,570000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1900,1425000
أرض,سكني, الرياض , حي النسيم الغربي ,ثلاث شوارع,750,3100,2325000
أرض,سكني, الرياض , حي النرجس ,شرقية,520,5200,2704000
أرض,سكني, الرياض , حي المهدية ,غربية,410,2439,999990
أرض,سكني, الرياض , حي المهدية ,شرقية,900,2439,2195100
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,3300,3593700
أرض,سكني, حريملاء, الرياض ,جنوبية,450,1488,669600
أرض,سكني, الرياض , حي حطين ,جنوبية شرقية,1950,10000,19500000
أرض,سكني, الرياض , حي النخيل ,ثلاث شوارع,1987,10000,19870000
أرض,سكني, الرياض , حي المهدية ,جنوبية,560,2680,1500800
أرض,سكني, الرياض , حي المهدية ,جنوبية,459,2680,1230120
أرض,سكني, الرياض , حي المهدية ,جنوبية,459,2680,1230120
أرض,سكني, حريملاء, الرياض ,جنوبية,459,2680,1230120
أرض,سكني, حريملاء, الرياض ,شرقية,420,2680,1125600
أرض,سكني, الرياض , حي اليرموك ,شمالية غربية,385,4700,1809500
أرض,سكني, حريملاء, الرياض ,جنوبية,375,4700,1762500
أرض,سكني, الرياض , حي النفل ,شمالية,375,5600,2100000
أرض,سكني, الرياض , حي النفل ,غربية,428,5600,2396800
أرض,سكني, الرياض , حي النفل ,شمالية,375,5600,2100000
أرض,سكني, الرياض , حي العارض ,شمالية,500,4400,2200000
أرض,سكني, الرياض , حي البرية ,جنوبية,630,850,535500
أرض,سكني, الرياض , حي الصناعية القديمة ,جنوبية شرقية,1849,850,1571650
أرض,سكني, الرياض , حي البيان ,جنوبية,312,2350,733200
أرض,سكني, الرياض , حي النرجس ,شمالية شرقية,944,6000,5664000
أرض,سكني, الرياض , حي المهدية ,شمالية,460,6000,2760000
أرض,سكني, الرياض , حي البيان ,جنوبية,375,6000,2250000
أرض,سكني, الرياض , حي عريض ,جنوبية,375,6000,2250000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,508,826,419608
أرض,سكني, الرياض , حي الشرق ,جنوبية,312,2350,733200
أرض,سكني, الرياض , حي القيروان ,شمالية,900,5700,5130000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,400,1800,720000
أرض,سكني, الرياض , حي ظهرة نمار ,شمالية,400,1800,720000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,1800,1800,3240000
أرض,سكني, حريملاء, الرياض ,جنوبية,1800,1800,3240000
أرض,سكني, حريملاء, الرياض ,شرقية,450,7888,3549600
أرض,سكني, الرياض , حي الخير ,شمالية,1714,7888,13520032
أرض,سكني, الرياض , حي عرقة ,غربية,653,4800,3134400
أرض,سكني, الرياض , حي القيروان ,شمالية,900,6000,5400000
أرض,سكني, الرياض , حي القيروان ,شمالية,900,422,379800
أرض,, امارة منطقة الرياض, الرياض ,شمالية,1672,15000,25080000
أرض,, الرياض , حي النرجس ,جنوبية غربية,1000,5000,5000000
أرض,, الرياض , حي المهدية ,ثلاث شوارع,450,3111,1399950
أرض,, الرياض , حي النرجس ,غربية,399,5650,2254350
أرض,, الرياض , حي النرجس ,شرقية,160,5650,904000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1533,1149750
أرض,سكني, حريملاء, الرياض ,غربية,468,1533,717444
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1200,900000
أرض,سكني, الرياض , حي المروة ,جنوبية,325,1200,390000
أرض,سكني, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,412,6400,2636800
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,1000,6400,6400000
أرض,سكني, الرياض , حي الجنادرية ,ثلاث شوارع,3562,3100,11042200
أرض,سكني, حريملاء, الرياض ,شمالية,750,1160,870000
أرض,سكني, الرياض , حي ضاحية نمار ,جنوبية,450,1160,522000
أرض,سكني, الرياض , حي الدار البيضاء ,شمالية,750,1600,1200000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1600,1200000
أرض,سكني, الرياض , حي العزيزية ,شمالية غربية,26966,1000,26966000
أرض,سكني, الرياض , حي شبرا ,جنوبية,276,1000,276000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1230,922500
أرض,سكني, الرياض , حي الدار البيضاء ,شمالية,750,1600,1200000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1133,849750
أرض,سكني, الرياض , حي القيروان ,شمالية,900,6000,5400000
أرض,سكني, الرياض , ضاحية نمار ,شمالية,900,6000,5400000
أرض,سكني, الرياض , ضاحية نمار ,شمالية,900,6000,5400000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,400,1800,720000
أرض,سكني, الرياض , حي المهدية ,شرقية,700,2500,1750000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,810,865,700650
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,2000,865,1730000
أرض,سكني, حريملاء, الرياض ,شرقية,750,1280,960000
أرض,تجاري وسكني, الرياض , حي السعادة ,شمالية,2100,2500,5250000
أرض,تجاري, الرياض , حي عكاظ ,شمالية,900,4000,3600000
أرض,تجاري, الرياض , حي عكاظ ,جنوبية شرقية,1600,968,1548800
أرض,تجاري, الرياض , حي الجنادرية ,غربية,8400,2300,19320000
أرض,تجاري, الرياض , حي المربع ,شمالية,437,2300,1005100
أرض,تجاري, الرياض , حي المربع ,ثلاث شوارع,495,2300,1138500
أرض,تجاري, الرياض , حي القادسية ,شرقية,900,3333,2999700
أرض,تجاري, الرياض , حي النسيم الشرقي ,غربية,750,2600,1950000
أرض,تجاري, الرياض , حي الشرق ,جنوبية غربية,475,2400,1140000
أرض,تجاري, امارة منطقة الرياض, الرياض ,غربية,750,2600,1950000
أرض,تجاري, الرياض , حي النسيم الغربي ,شمالية,514,1700,873800
أرض,تجاري, الرياض , حي النسيم الغربي ,شرقية,750,1240,930000
أرض,تجاري, الرياض , حي ظهرة لبن ,جنوبية,432,7000,3024000
أرض,تجاري, الرياض , حي النرجس ,جنوبية,345,7000,2415000
أرض,تجاري, الرياض , حي النسيم الغربي ,جنوبية,345,7000,2415000
أرض,تجاري, الرياض , حي الشرق ,جنوبية,437,7000,3059000
أرض,تجاري, الرياض , ضاحية نمار ,جنوبية,300,7000,2100000
أرض,تجاري, الرياض , ضاحية نمار ,شمالية,598,752,449696
أرض,تجاري, الرياض , حي طويق ,ثلاث شوارع,5595,2700,15106500
أرض,سكني, الرياض , حي المونسية ,شمالية,2825,4400,12430000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,405,4400,1782000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,407,1000,407000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,2520,1000,2520000
أرض,سكني, الرياض , حي النرجس ,جنوبية,345,6200,2139000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,750,520,390000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,450,4500,2025000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,375,1500,562500
أرض,سكني, الرياض , حي السعادة ,جنوبية,90,2500,225000
أرض,سكني, الرياض , حي السعادة ,شمالية,375,1500,562500
أرض,سكني, الرياض , حي السعادة ,غربية,22300,2700,60210000
أرض,سكني, الرياض , حي النرجس ,غربية,22300,2700,60210000
أرض,سكني, الرياض , حي الرمال ,شمالية شرقية,420,4200,1764000
أرض,سكني, الرياض , حي الرمال ,جنوبية,500,4200,2100000
أرض,سكني, الرياض , حي العارض ,جنوبية,495,4200,2079000
أرض,سكني, الرياض , حي القادسية ,أربع شوارع,10000,2400,24000000
أرض,سكني, الرياض , حي خشم العان ,أربع شوارع,10000,2400,24000000
أرض,سكني, الرياض , حي عرقة ,غربية,1400,2400,3360000
أرض,سكني, الرياض , حي المشرق ,شمالية,900,559,503100
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,900,559,503100
أرض,سكني, الرياض , حي الصفا ,غربية,400,3600,1440000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,588,3600,2116800
أرض,سكني, الرياض , حي الغنامية ,ثلاث شوارع,4250,3600,15300000
أرض,سكني, الدرعية, العيينة ,شمالية,438,2950,1292100
أرض,سكني, الرياض , حي المهدية ,غربية,350,2950,1032500
أرض,سكني, حريملاء, الرياض ,شمالية,362,1670,604540
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,930,560,520800
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,700,550,385000
أرض,سكني, حريملاء, الرياض ,جنوبية,4772,550,2624600
أرض,سكني, الرياض , حي المهدية ,جنوبية,4772,550,2624600
أرض,سكني, الرياض , حي الشفا ,جنوبية,535,1730,925550
أرض,سكني, الرياض , حي الملك فيصل ,جنوبية,900,1730,1557000
أرض,سكني, الرياض , حي الملك فيصل ,شمالية,390,4200,1638000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,432,4200,1814400
أرض,سكني, الرياض , حي المهدية ,شمالية غربية,432,4200,1814400
أرض,سكني, حي عريض , طريق النفود ,شمالية,400,575,230000
أرض,سكني, الرياض , حي المشرق ,شمالية,400,575,230000
أرض,سكني, الرياض , حي المشرق ,شمالية,763,575,438725
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,750,575,431250
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,575,431250
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,360,575,207000
أرض,تجاري, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,تجاري, الرياض , حي غرناطة ,شمالية,575,5800,3335000
أرض,تجاري, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,تجاري, الرياض , حي الرمال ,شمالية,5000,1950,9750000
أرض,تجاري, الرياض , حي القادسية ,شرقية,543,2300,1248900
أرض,تجاري, الرياض , حي السلي ,شرقية,15000,1533,22995000
أرض,تجاري, الرياض , حي القادسية ,شرقية,543,2300,1248900
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,750,650,487500
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,750,500,375000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,420,2857,1199940
أرض,تجاري, الرياض , حي النرجس ,شمالية غربية,900,2857,2571300
أرض,تجاري, الرياض , حي المهدية ,شمالية,420,2857,1199940
أرض,تجاري, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,تجاري, الرياض , حي الخير ,شمالية,455,3200,1456000
أرض,تجاري, الرياض , حي المغرزات ,شمالية,514,7000,3598000
أرض,تجاري, حريملاء, الرياض ,شمالية,514,7000,3598000
أرض,تجاري, حريملاء, الرياض ,شمالية,375,7000,2625000
أرض,تجاري, حريملاء, الرياض ,شمالية,375,1466,549750
أرض,تجاري, الرياض , حي المهدية ,شمالية,500,3600,1800000
أرض,تجاري, الرياض , حي الخير ,شمالية,503,1775,892825
أرض,تجاري, الرياض , حي طويق ,شمالية,503,1775,892825
أرض,تجاري, الرياض , حي طويق ,شمالية,503,1775,892825
أرض,تجاري, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,تجاري, الرياض , حي القيروان ,غربية,600,6400,3840000
أرض,تجاري, الرياض , حي النرجس ,شمالية غربية,962,6400,6156800
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية غربية,250,1000,250000
أرض,تجاري, حريملاء, الرياض ,غربية,375,1000,375000
أرض,سكني, الرياض , حي عريض ,جنوبية شرقية,517,774,400158
أرض,سكني, الرياض , حي الخير ,غربية,354,1800,637200
أرض,سكني, الرياض , حي عرقة ,شمالية,600,1800,1080000
أرض,سكني, الرياض , حي عرقة ,جنوبية,412,3200,1318400
أرض,سكني, الرياض , حي النرجس ,جنوبية,458,3200,1465600
أرض,سكني, الرياض , حي المغرزات ,جنوبية شرقية,1050,7500,7875000
أرض,سكني, حريملاء, الرياض ,شرقية,810,1360,1101600
أرض,سكني, حريملاء, الرياض ,شرقية,437,1360,594320
أرض,سكني, الرياض , حي القيروان ,غربية,600,6350,3810000
أرض,سكني, حريملاء, الرياض ,شمالية,782,1000,782000
أرض,سكني, الرياض , حي الرمال ,جنوبية,416,3200,1331200
أرض,سكني, حريملاء, الرياض ,شمالية,744,1000,744000
أرض,سكني, الرياض , حي عريض ,شمالية,3493,1000,3493000
أرض,سكني, الرياض , حي بدر ,شرقية,351,1000,351000
أرض,سكني, حريملاء, الرياض ,ثلاث شوارع,9569,1000,9569000
أرض,سكني, الرياض , حي غرناطة ,ثلاث شوارع,4187,1000,4187000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,900,3800,3420000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,731,3800,2777800
أرض,سكني, الرياض , حي ظهرة لبن ,شرقية,2500,6800,17000000
أرض,سكني, الرياض , حي النهضة ,شرقية,362,2700,977400
أرض,سكني, الرياض , حي النهضة ,شرقية,362,2700,977400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,250,800,200000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,600,800,480000
أرض,سكني, الرياض , حي السلي ,شمالية,750,1800,1350000
أرض,سكني, الرياض , حي المهدية ,شمالية,450,1800,810000
أرض,سكني, الرياض , حي المهدية ,جنوبية,450,1800,810000
أرض,سكني, الرياض , حي اشبيلية ,أربع شوارع,5670,4900,27783000
أرض,سكني, الدرعية, العيينة ,جنوبية,630,1190,749700
أرض,سكني, الدرعية, العيينة ,جنوبية,747,414,309258
أرض,سكني, الرياض , حي الخير ,شرقية,375,414,155250
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,432,1200,518400
أرض,سكني, حريملاء, الرياض ,شرقية,375,1200,450000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,750,1200,900000
أرض,سكني, الرياض , حي النهضة ,شرقية,420,3000,1260000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4800,4320000
أرض,سكني, الرياض , حي النرجس ,شمالية,720,4800,3456000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1333,499875
أرض,سكني, الرياض , حي المروج ,شمالية شرقية,900,5500,4950000
أرض,سكني, الرياض , حي النرجس ,جنوبية,896,5500,4928000
أرض,سكني, الرياض , حي الحمراء ,شرقية,1125,4800,5400000
أرض,سكني, الرياض , حي الحمراء ,شرقية,1125,4800,5400000
أرض,سكني, الرياض , حي عريض ,شرقية,375,900,337500
أرض,سكني, حي قرطبة , طريق سعيد ابن زيد ,شرقية,375,900,337500
أرض,سكني, الرياض , حي القيروان ,شمالية,900,6000,5400000
أرض,سكني, الرياض , حي القيروان ,شمالية,900,6000,5400000
أرض,سكني, حريملاء, الرياض ,شمالية,437,1167,509979
أرض,سكني, الرياض , حي الرمال ,جنوبية,412,3200,1318400
أرض,سكني, الرياض , حي الرمال ,جنوبية,412,3150,1297800
أرض,سكني, الرياض , حي العارض ,جنوبية,638,3150,2009700
أرض,سكني, الرياض , حي العارض ,جنوبية,638,3150,2009700
أرض,سكني, حريملاء, الرياض ,شمالية,375,1466,549750
أرض,سكني, الرياض , حي النرجس ,شمالية,810,1466,1187460
أرض,سكني, الرياض , حي العلا ,جنوبية,750,1466,1099500
أرض,سكني, امارة منطقة الرياض, حي ظهرة لبن ,جنوبية,450,3000,1350000
أرض,سكني, الرياض , حي عريض ,شمالية,400,3000,1200000
أرض,سكني, الرياض , حي العزيزية ,أربع شوارع,14835,3000,44505000
أرض,سكني, الرياض , حي العزيزية ,جنوبية,437,1200,524400
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,425,1200,510000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,475,1200,570000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,438,1200,525600
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,472,1200,566400
أرض,سكني, الرياض , حي النرجس ,شمالية,900,1200,1080000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,400,1200,480000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,507,1200,608400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,614,1200,736800
أرض,سكني, الرياض , حي العارض ,شرقية,400,4500,1800000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,371,4500,1669500
أرض,سكني, حي عريض , طريق النفود ,شمالية,382,4500,1719000
أرض,سكني, الرياض , حي النهضة ,شمالية,450,2650,1192500
أرض,سكني, الرياض , حي المهدية ,جنوبية,600,2650,1590000
أرض,سكني, الرياض , حي بنبان ,شمالية شرقية,4800,5000,24000000
أرض,سكني, حريملاء, الرياض ,شمالية شرقية,4800,5000,24000000
أرض,سكني, حريملاء, الرياض ,جنوبية,630,5000,3150000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,403,5000,2015000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,357,5000,1785000
أرض,سكني, الرياض , حي النهضة ,شمالية,450,2650,1192500
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,450,2555,1149750
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,414,719,297666
أرض,سكني, حريملاء, الرياض ,جنوبية,744,1100,818400
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,5302,3000,15906000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,900,3000,2700000
أرض,تجاري وسكني, الرياض , حي الروضة ,أربع شوارع,9900,4500,44550000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,954,713,680202
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,900,713,641700
أرض,تجاري وسكني, الرياض , حي الشهداء ,ثلاث شوارع,3900,6500,25350000
أرض,تجاري وسكني, الرياض , حي الشهداء ,غربية,763,315,240345
أرض,سكني, حريملاء, الرياض ,شمالية,744,1209.677419,900000
أرض,سكني, الرياض , حي بدر ,غربية,345,1304,449880
أرض,سكني, الرياض , حي بدر ,شمالية,2000,1304,2608000
أرض,سكني, الرياض , حي المغرزات ,شمالية,2000,1304,2608000
أرض,سكني, الرياض , حي المغرزات ,جنوبية غربية,969,1304,1263576
أرض,سكني, الدرعية, العيينة ,شمالية,4956,2100,10407600
أرض,سكني, الرياض , حي المشرق ,شمالية شرقية,2000,2100,4200000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,2200,880000
أرض,سكني, الرياض , حي عريض ,جنوبية غربية,400,800,320000
أرض,سكني, الرياض , حي العارض ,جنوبية غربية,400,800,320000
أرض,سكني, الرياض , حي العارض ,جنوبية غربية,400,800,320000
أرض,سكني, الرياض , حي النرجس ,شرقية,520,5200,2704000
أرض,سكني, الرياض , حي القادسية ,جنوبية,597,5200,3104400
أرض,سكني, الرياض , حي النرجس ,غربية,399,5850,2334150
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,10000,5850,58500000
أرض,سكني, الرياض , حي القدس ,غربية,450,5300,2385000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,875,350000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,750,875,656250
أرض,سكني, الدرعية, العيينة ,شمالية,4956,2200,10903200
أرض,سكني, الدرعية, العيينة ,جنوبية,750,7333,5499750
أرض,سكني, الرياض , حي الرمال ,جنوبية,900,2900,2610000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2800,1260000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,2800,1260000
أرض,سكني, حي عريض , طريق النفود ,جنوبية,900,2800,2520000
أرض,سكني, حي عريض , طريق النفود ,جنوبية,450,2800,1260000
أرض,سكني, الرياض , حي القادسية ,شمالية,450,2800,1260000
أرض,سكني, الرياض , حي القادسية ,جنوبية,736,2800,2060800
أرض,سكني, الرياض , حي القادسية ,شمالية,750,2800,2100000
أرض,سكني, الرياض , حي الاندلس ,شرقية,1000,4000,4000000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,400,2000,800000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,400,2000,800000
أرض,سكني, الرياض , ضاحية نمار ,جنوبية,2311,800,1848800
أرض,سكني, الرياض , ضاحية نمار ,جنوبية,2311,800,1848800
أرض,سكني, الرياض , حي المهدية ,شمالية غربية,585,800,468000
أرض,سكني, الرياض , حي عكاظ ,شمالية,1440,1388,1998720
