نوع العقار,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,المساحة,مطبخ,مدخل سيارة,مصعد,الدور,عمر العقار,مؤثثة,السعر الاجمالي
شقة, حي النرجس ,شمالية,4,2,4,143,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,1570000
شقة, حي النفل ,شرقية,3,1,3,108,يوجد, لا يوجد, لا يوجد,أرضي,0.0,1,1550000
شقة, حي النرجس ,شمالية غربية,3,1,3,136, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1019000
شقة, حي الملقا ,ثلاث شوارع,3,1,3,124, لا يوجد,يوجد,يوجد,ثاني,0.0,0,959000
شقة, حي الصحافة ,جنوبية,3,1,3,258,يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,889000
شقة, حي الملقا ,غير معروف,3,2,3,111, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1150000
شقة, حي العارض ,شمالية شرقية,3,2,3,126,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,859000
شقة, حي الملقا ,شرقية,3,1,3,136,يوجد, لا يوجد,يوجد,علوي,0.0,0,1199000
شقة, حي الياسمين ,شمالية,2,2,2,232,يوجد, لا يوجد, لا يوجد,3,2.0,0,1000000
شقة, حي القيروان ,شمالية,3,2,3,141,يوجد, لا يوجد, لا يوجد,علوي,0.0,0,949000
شقة, حي الملقا ,شرقية,3,1,3,114, لا يوجد, لا يوجد,يوجد,أرضي,0.0,0,1150000
شقة, حي المروج ,جنوبية,3,1,3,146,يوجد, لا يوجد,يوجد,أرضي,0.0,0,1064000
شقة, حي الملقا ,شرقية,3,1,3,132,يوجد,يوجد,يوجد,أرضي,1.0,1,1300000
شقة, حي النرجس ,ثلاث شوارع,3,1,3,167,يوجد,يوجد,يوجد,علوي,0.0,0,1142500
شقة, حي الملقا ,غير معروف,2,1,3,115,يوجد, لا يوجد,يوجد,علوي,1.0,1,1200000
شقة, حي العارض ,غير معروف,2,1,2,86, لا يوجد, لا يوجد, لا يوجد,علوي,4.0,0,750000
شقة, حي الياسمين ,غربية,4,3,5+,152,يوجد,يوجد,يوجد,علوي,12.0,1,1300000
شقة, حي الياسمين ,شرقية,3,1,2,129,يوجد, لا يوجد, لا يوجد,علوي,11.0,0,850000
شقة, حي النرجس ,جنوبية,2,2,3,159,يوجد, لا يوجد,يوجد,3,0.0,0,850000
شقة, حي الندى ,جنوبية,3,2,3,134,يوجد, لا يوجد,يوجد,3,0.0,0,1049000
شقة, حي النرجس ,ثلاث شوارع,2,1,3,131,يوجد,يوجد,يوجد,أرضي,0.0,0,1127500
شقة, حي الملقا ,غير معروف,3,1,3,147,يوجد, لا يوجد, لا يوجد,علوي,0.0,0,1250000
شقة, حي العارض ,شمالية,2,1,3,104,يوجد, لا يوجد,يوجد,غير محدد,0.0,0,790000
شقة, حي الملقا ,غير معروف,3,1,3,216, لا يوجد, لا يوجد, لا يوجد,غير محدد,4.0,0,1700000
شقة, حي الربيع ,جنوبية,3,2,3,264,يوجد, لا يوجد,يوجد,3,0.0,0,1800000
شقة, حي العارض ,غربية,4,1,3,160,يوجد,يوجد,يوجد,علوي,0.0,0,990000
شقة, حي الملقا ,شمالية,3,1,3,137, لا يوجد,يوجد, لا يوجد,ثاني,3.0,0,1300000
شقة, ,شمالية,4,1,4,160,يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1380000
شقة, الرياض ,شمالية,3,1,2,130,يوجد, لا يوجد, لا يوجد,أرضي,10.0,0,750000
شقة, حي العارض ,جنوبية,4,1,3,240,يوجد,يوجد,يوجد,غير محدد,0.0,0,1300000
شقة, حي القيروان ,جنوبية,2,1,2,121,يوجد, لا يوجد,يوجد,أرضي,3.0,0,800000
شقة, الرياض ,غربية,4,1,4,163,يوجد,يوجد,يوجد,علوي,1.0,0,1250000
شقة, حي النرجس ,غير معروف,3,1,2,137,يوجد, لا يوجد,يوجد,غير محدد,0.0,0,995000
شقة, حي النرجس ,شمالية,4,1,4,189,يوجد, لا يوجد,يوجد,علوي,0.0,0,1590000
شقة, حي العارض ,جنوبية,2,2,2,203,يوجد,يوجد,يوجد,3,0.0,0,850000
شقة, حي النرجس ,شمالية,3,2,2,125,يوجد, لا يوجد,يوجد,أرضي,5.0,1,850000
شقة, حي المغرزات ,غربية,3,1,3,168,يوجد,يوجد,يوجد,3,0.0,0,1130000
شقة, حي القيروان ,غير معروف,3,1,3,228,يوجد, لا يوجد,يوجد,3,0.0,1,1850000
شقة, حي الملقا ,شمالية,3,1,2,139, لا يوجد, لا يوجد, لا يوجد,ارضي,11.0,0,800000
شقة, حي القيروان ,شمالية,3,2,3,167,يوجد, لا يوجد,يوجد,أرضي,2.0,0,1000000
شقة, الرياض ,شمالية شرقية,3,1,3,139,يوجد,يوجد,يوجد,3,8.0,0,800000
شقة, حي العارض ,جنوبية,3,1,3,188, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1190000
شقة, حي العارض ,جنوبية شرقية,4,1,3,168, لا يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,1030000
شقة, حي الياسمين ,غربية,3,1,3,120,يوجد, لا يوجد,يوجد,علوي,0.0,1,950000
شقة, الرياض ,شرقية,3,2,3,138,يوجد, لا يوجد,يوجد,علوي,2.0,0,1200000
شقة, حي حطين ,جنوبية,3,1,3,130,يوجد,يوجد,يوجد,علوي,0.0,0,1700000
شقة, حي الملقا ,جنوبية غربية,3,2,5+,248,يوجد, لا يوجد,يوجد,3,0.0,0,1742500
شقة, حي المروج ,شمالية,3,1,2,130,يوجد,يوجد,يوجد,علوي,6.0,1,750000
شقة, حي الملقا ,شمالية,3,1,3,139,يوجد, لا يوجد,يوجد,علوي,0.0,0,1150000
شقة, الرياض ,شمالية,3,1,3,187,يوجد, لا يوجد,يوجد,أرضي,10.0,0,1090000
شقة, حي العارض ,شمالية,3,1,3,255, لا يوجد, لا يوجد, لا يوجد,4,0.0,0,1150000
شقة, حي النرجس ,غير معروف,3,1,3,137, لا يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,995000
شقة, حي الملقا ,ثلاث شوارع,3,1,3,114,يوجد,يوجد,يوجد,ثاني,0.0,1,1500000
شقة, ,شمالية,4,1,4,236,يوجد, لا يوجد,يوجد,علوي,7.0,0,1250000
شقة, حي النرجس ,غير معروف,2,2,3,164,يوجد, لا يوجد,يوجد,علوي,0.0,0,1200000
شقة, حي الملقا ,شرقية,4,1,3,135,يوجد,يوجد,يوجد,أرضي,0.0,1,1148000
شقة, حي الملقا ,شمالية,4,1,4,230,يوجد, لا يوجد, لا يوجد,أرضي,8.0,1,1650000
شقة, حي الملك فهد ,غربية,1,1,1,43,يوجد, لا يوجد,يوجد,علوي,1.0,1,1100000
شقة, حي النخيل ,غير معروف,3,1,3,130,يوجد, لا يوجد,يوجد,3,0.0,0,850000
شقة, حي الملقا ,غير معروف,4,1,4,179,يوجد, لا يوجد,يوجد,3,0.0,0,1300000
شقة, حي النرجس ,غربية,3,2,3,143, لا يوجد, لا يوجد, لا يوجد,علوي,0.0,0,917000
شقة, حي النفل ,غربية,3,2,3,132,يوجد,يوجد,يوجد,علوي,11.0,0,1350000
شقة, حي العارض ,جنوبية,3,1,3,154,يوجد, لا يوجد, لا يوجد,أرضي,1.0,0,1200000
شقة, حي النرجس ,غير معروف,4,1,3,151, لا يوجد, لا يوجد,يوجد,غير محدد,0.0,0,896000
شقة, حي الفلاح ,غير معروف,3,2,3,204,يوجد,يوجد,يوجد,غير محدد,11.0,0,1200000
شقة, حي العارض ,شرقية,6,1,3,210,يوجد, لا يوجد,يوجد,3,0.0,1,1200000
شقة, حي الندى ,غير معروف,2,1,2,106,يوجد, لا يوجد,يوجد,أرضي,1.0,1,1150000
شقة, حي العارض ,غربية,3,1,3,160, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,950000
شقة, حي الملقا ,شمالية,3,1,3,166, لا يوجد,يوجد,يوجد,علوي,0.0,0,1350000
شقة, حي النرجس ,جنوبية,4,1,3,138,يوجد, لا يوجد,يوجد,غير محدد,0.0,0,840000
شقة, حي الملقا ,غير معروف,4,1,3,126,يوجد,يوجد,يوجد,علوي,7.0,0,900000
شقة, الرياض ,ثلاث شوارع,2,1,2,151,يوجد, لا يوجد,يوجد,علوي,0.0,0,896000
شقة, الرياض ,جنوبية,4,2,3,137, لا يوجد,يوجد,يوجد,علوي,0.0,0,900000
شقة, حي الملقا ,شمالية,3,1,3,132,يوجد, لا يوجد,يوجد,أرضي,4.0,1,1200000
شقة, حي العارض ,غير معروف,2,1,3,103,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,852833
شقة, حي المغرزات ,شرقية,1,2,2,137,يوجد,يوجد,يوجد,3,0.0,0,1030000
شقة, حي العارض ,جنوبية,2,1,3,101, لا يوجد,يوجد,يوجد,غير محدد,0.0,0,770000
شقة, حي المرسلات ,غير معروف,3,2,3,128, لا يوجد, لا يوجد,يوجد,علوي,0.0,0,1400000
شقة, حي حطين ,جنوبية شرقية,3,1,3,149, لا يوجد, لا يوجد,يوجد,علوي,0.0,0,1600000
شقة, الرياض ,شمالية,4,2,4,190,يوجد, لا يوجد,يوجد,3,0.0,1,1750000
شقة, حي النزهة ,غربية,3,0,3,238,يوجد, لا يوجد,يوجد,4,0.0,0,1280000
شقة, حي المروج ,شمالية شرقية,3,0,2,130,يوجد, لا يوجد, لا يوجد,علوي,10.0,0,750000
شقة, حي النرجس ,غير معروف,3,1,3,142,يوجد,يوجد,يوجد,غير محدد,1.0,1,1000000
شقة, حي النرجس ,شمالية,4,1,3,150,يوجد,يوجد,يوجد,ثاني,0.0,0,1050000
شقة, حي النرجس ,شمالية,4,1,3,150, لا يوجد, لا يوجد,يوجد,3,0.0,0,1050000
شقة, حي الملقا ,شمالية,3,1,3,185,يوجد,يوجد,يوجد,علوي,11.0,0,1850000
شقة, حي الملقا ,جنوبية شرقية,3,1,4,108,يوجد,يوجد,يوجد,أرضي,0.0,1,1225000
شقة, حي الياسمين ,غير معروف,3,1,3,129, لا يوجد,يوجد,يوجد,علوي,0.0,0,1250000
شقة, حي الملقا ,غير معروف,3,1,3,168,يوجد, لا يوجد, لا يوجد,علوي,0.0,0,1350000
شقة, الرياض ,جنوبية غربية,3,1,3,111, لا يوجد, لا يوجد, لا يوجد,3,0.0,0,886000
شقة, حي الملقا ,جنوبية,3,2,3,125,يوجد, لا يوجد,يوجد,علوي,7.0,0,1000000
شقة, حي النرجس ,جنوبية,3,1,4,106,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,880000
شقة, حي النرجس ,غير معروف,2,1,2,106,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,900000
شقة, حي النرجس ,شمالية,3,1,3,120, لا يوجد,يوجد, لا يوجد,أرضي,0.0,0,909000
شقة, الرياض ,شرقية,4,1,5+,143,يوجد,يوجد,يوجد,علوي,0.0,0,1000000
شقة, حي النرجس ,جنوبية,4,1,3,254,يوجد, لا يوجد,يوجد,أرضي,0.0,0,979000
شقة, حي النرجس ,ثلاث شوارع,4,1,3,150,يوجد,يوجد,يوجد,علوي,1.0,0,1150000
شقة, حي النرجس ,شرقية,4,2,5+,214,يوجد,يوجد,يوجد,3,0.0,0,1385000
شقة, حي الملقا ,غير معروف,3,2,3,118, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1090000
شقة, حي الملقا ,غير معروف,3,1,3,130,يوجد,يوجد,يوجد,أرضي,0.0,0,880000
شقة, حي النرجس ,غير معروف,3,1,3,150, لا يوجد,يوجد,يوجد,علوي,0.0,0,850000
شقة, حي الندى ,غير معروف,2,1,2,101,يوجد,يوجد,يوجد,3,1.0,1,1150000
شقة, حي الياسمين ,غير معروف,2,2,3,130,يوجد, لا يوجد,يوجد,3,0.0,1,950000
شقة, حي الوادي ,غير معروف,3,1,3,158, لا يوجد, لا يوجد,يوجد,علوي,0.0,0,1119000
شقة, حي الملقا ,جنوبية شرقية,5,1,4,132,يوجد,يوجد,يوجد,أرضي,0.0,1,1281250
شقة, حي النرجس ,جنوبية,3,1,3,134,يوجد, لا يوجد,يوجد,علوي,0.0,0,900000
شقة, حي النخيل ,غير معروف,3,1,2,159,يوجد, لا يوجد,يوجد,أرضي,0.0,0,1400000
شقة, حي حطين ,غير معروف,3,1,4,166,يوجد, لا يوجد,يوجد,أرضي,0.0,0,1299000
شقة, حي النرجس ,غير معروف,2,1,3,117,يوجد, لا يوجد,يوجد,علوي,0.0,1,900000
شقة, حي النرجس ,شمالية,4,1,3,119, لا يوجد, لا يوجد,يوجد,غير محدد,0.0,0,769000
شقة, شارع عبدالله بن العاص ,جنوبية شرقية,3,2,3,219,يوجد, لا يوجد,يوجد,3,0.0,0,1350000
شقة, الرياض ,غربية,2,2,2,90,يوجد,يوجد,يوجد,علوي,0.0,1,850000
شقة, حي النرجس ,شمالية غربية,3,1,3,145,يوجد,يوجد, لا يوجد,ارضي,0.0,0,1099000
شقة, حي القيروان ,غير معروف,3,2,3,127,يوجد, لا يوجد, لا يوجد,غير محدد,2.0,0,1400000
شقة, حي الملقا ,غير معروف,2,1,3,111,يوجد,يوجد,يوجد,أرضي,0.0,1,1250000
شقة, حي النرجس ,جنوبية,3,1,3,125,يوجد,يوجد,يوجد,أرضي,0.0,0,1150000
شقة, حي الياسمين ,شرقية,3,1,3,140,يوجد,يوجد,يوجد,علوي,0.0,0,1249000
شقة, حي الملقا ,غير معروف,3,1,3,196,يوجد, لا يوجد, لا يوجد,علوي,0.0,0,1550000
شقة, حي النرجس ,غير معروف,3,1,3,137,يوجد, لا يوجد,يوجد,علوي,0.0,0,995000
شقة, حي النرجس ,شمالية,3,1,3,307, لا يوجد, لا يوجد, لا يوجد,ثالث,0.0,0,1049000
شقة, حي العارض ,غربية,3,1,3,109,يوجد,يوجد,يوجد,علوي,0.0,0,890000
شقة, حي المصيف ,غير معروف,3,1,3,161, لا يوجد, لا يوجد, لا يوجد,غير محدد,0.0,0,1350000
شقة, حي النرجس ,جنوبية شرقية,2,1,2,130, لا يوجد, لا يوجد,يوجد,غير محدد,0.0,0,782000
شقة, حي النرجس ,شرقية,3,1,3,142,يوجد, لا يوجد, لا يوجد,ثالث,0.0,0,970000
شقة, حي العارض ,شرقية,3,1,4,200, لا يوجد, لا يوجد,يوجد,أرضي,0.0,0,1200000
شقة, الرياض ,غير معروف,3,1,3,141,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,979000
شقة, حي الملقا ,شمالية غربية,4,1,3,124, لا يوجد, لا يوجد,يوجد,غير محدد,0.0,0,959000
شقة, حي الملقا ,شمالية,4,1,4,230,يوجد, لا يوجد, لا يوجد,أرضي,8.0,1,1650000
شقة, حي العقيق ,غير معروف,3,2,3,123,يوجد, لا يوجد,يوجد,أرضي,11.0,0,700000
شقة, حي النرجس ,جنوبية,3,1,3,135, لا يوجد, لا يوجد,يوجد,أرضي,0.0,0,920000
شقة, حي النرجس ,غير معروف,3,1,3,130,يوجد, لا يوجد,يوجد,3,0.0,0,850000
شقة, حي العارض ,شمالية,3,2,4,178,يوجد, لا يوجد,يوجد,أرضي,7.0,1,1200000
شقة, حي الوادي ,غير معروف,3,1,3,158, لا يوجد, لا يوجد, لا يوجد,علوي,0.0,0,1119000
شقة, حي المروج ,غربية,2,1,3,182,يوجد,يوجد,يوجد,3,0.0,1,1390000
شقة, حي النزهة ,جنوبية,2,1,3,125,يوجد,يوجد, لا يوجد,اول,4.0,0,1150000
شقة, حي الملقا ,غير معروف,5,2,4,216,يوجد,يوجد,يوجد,علوي,4.0,0,1700000
شقة, حي النرجس ,غير معروف,2,1,3,151,يوجد, لا يوجد,يوجد,أرضي,0.0,0,896000
شقة, حي الملقا ,غير معروف,4,1,3,143,يوجد,يوجد,يوجد,أرضي,2.0,1,1200000
شقة, الرياض ,غير معروف,3,1,3,250,يوجد, لا يوجد,يوجد,علوي,2.0,0,1200000
شقة, حي النفل ,شمالية,4,1,4,131, لا يوجد,يوجد,يوجد,ثاني,1.0,0,1150000
شقة, حي الملقا ,جنوبية,3,1,4,174, لا يوجد, لا يوجد,يوجد,علوي,0.0,0,1400000
شقة, حي الندى ,غير معروف,3,1,3,126,يوجد, لا يوجد,يوجد,أرضي,3.0,0,1100000
شقة, حي حطين ,شمالية غربية,3,2,3,298,يوجد, لا يوجد, لا يوجد,علوي,0.0,0,1459000
شقة, حي العارض ,غير معروف,3,2,3,176,يوجد,يوجد, لا يوجد,علوي,1.0,0,1190000
شقة, حي النرجس ,غير معروف,4,1,4,210, لا يوجد, لا يوجد,يوجد,أرضي,0.0,0,1200000
شقة, حي الملقا ,غربية,3,2,3,175,يوجد,يوجد,يوجد,أرضي,4.0,0,1150000
شقة, حي الملقا ,شمالية,3,2,4,135,يوجد, لا يوجد,يوجد,علوي,0.0,0,1250000
شقة, حي النرجس ,ثلاث شوارع,2,1,3,129,يوجد,يوجد,يوجد,3,0.0,0,1496500
شقة, حي النرجس ,جنوبية شرقية,2,1,3,170,يوجد, لا يوجد,يوجد,غير محدد,0.0,0,930000
شقة, حي الملقا ,جنوبية,1,0,3,125, لا يوجد, لا يوجد, لا يوجد,غير محدد,8.0,0,1100000
شقة, حي الياسمين ,ثلاث شوارع,2,1,2,100,يوجد,يوجد, لا يوجد,ثاني,2.0,0,745000
شقة, حي الندى ,جنوبية,3,2,3,191,يوجد, لا يوجد,يوجد,أرضي,0.0,0,1259000
شقة, حي الندى ,جنوبية,3,2,3,143,يوجد,يوجد,يوجد,علوي,0.0,0,1189000
شقة, حي العليا ,شرقية,1,1,2,92,يوجد,يوجد,يوجد,علوي,11.0,1,2100000
شقة, حي الملقا ,شرقية,3,1,3,190,يوجد,يوجد,يوجد,علوي,0.0,0,1300000
شقة, الرياض ,شمالية,1,1,2,89,يوجد,يوجد, لا يوجد,20+,9.0,1,1680000
شقة, حي الملقا ,شمالية,3,1,3,125,يوجد,يوجد,يوجد,علوي,8.0,0,900000
شقة, حي الملقا ,جنوبية,4,2,4,134,يوجد,يوجد,يوجد,أرضي,0.0,1,1250000
شقة, حي الصحافة ,غربية,4,0,3,171,يوجد, لا يوجد,يوجد,20+,0.0,0,1600000
شقة, حي مطار الملك خالد الدولي ,غير معروف,4,2,3,180,يوجد,يوجد, لا يوجد,3,0.0,0,2900000
شقة, الرياض ,غير معروف,3,1,3,101,يوجد,يوجد,يوجد,علوي,1.0,0,1400000
شقة, حي التعاون ,جنوبية,3,1,3,125,يوجد, لا يوجد,يوجد,علوي,3.0,0,1100000
شقة, حي الملقا ,غير معروف,4,1,2,152,يوجد, لا يوجد,يوجد,3,10.0,0,900000
شقة, حي النرجس ,غير معروف,3,2,3,167,يوجد, لا يوجد,يوجد,علوي,0.0,0,1200000
شقة, حي الملقا ,غربية,3,1,2,176,يوجد,يوجد,يوجد,علوي,0.0,1,850000
شقة, حي المروج ,غير معروف,2,1,2,120,يوجد, لا يوجد,يوجد,علوي,11.0,0,800000
شقة, حي حطين ,شمالية,4,1,3,156,يوجد,يوجد, لا يوجد,ارضي,9.0,0,1200000
شقة, حي الملقا ,غربية,3,1,3,143,يوجد,يوجد,يوجد,أرضي,5.0,0,1200000
شقة, حي الياسمين ,جنوبية,3,1,4,144,يوجد, لا يوجد,يوجد,أرضي,1.0,0,1200000
شقة, حي الملقا ,شمالية,3,1,2,139,يوجد, لا يوجد,يوجد,علوي,8.0,1,850000
شقة, حي النرجس ,غربية,2,1,3,100,يوجد, لا يوجد,يوجد,3,0.0,1,1150000
شقة, حي الصحافة ,غير معروف,3,1,3,201,يوجد, لا يوجد,يوجد,علوي,9.0,0,1100000
شقة, حي المروج ,غير معروف,3,1,3,127,يوجد, لا يوجد,يوجد,3,0.0,1,1600000
شقة, حي الملقا ,غربية,3,1,3,158,يوجد, لا يوجد,يوجد,علوي,0.0,0,1398000
شقة, حي القيروان ,غير معروف,2,1,3,120,يوجد, لا يوجد,يوجد,علوي,0.0,0,925000
شقة, حي الملقا ,شمالية,4,1,3,104,يوجد, لا يوجد, لا يوجد,أرضي,0.0,0,1100000
