,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
13828,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,8,28344702.06,942.32994
13830,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,16,42155950.0,1592.603652
13876,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,40,183055879.94,1681.948831
13877,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,70,112354755.76,1206.473408
13878,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,القيروان,قطعة أرض-تجارى,7,62294947.8,5799.97825
13879,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القيروان,قطعة أرض-تجارى,10,101628070.0,7279.557186
13880,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القيروان,قطعة أرض-تجارى,19,191807500.0,5980.945347
13887,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ديراب,قطعة أرض-تجارى,6,6975750.0,1697.890295
13889,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,25,87907512.55,2122.630957
13890,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,30719750.0,1346.967206
13891,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-تجارى,33,2466160597.0,297.643898
13902,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ديراب,قطعة أرض-تجارى,6,7188030.75,1348.015064
13903,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,10,11749745.0,963.190184
13904,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,9,7242750.0,897.852348
13906,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,قطعة أرض-تجارى,26,100300209.0,452.255639
13907,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,,قطعة أرض-تجارى,23,74765400.0,2056.759957
13908,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,39,100653500.0,1300.89947
13909,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,21,25404000.0,1088.095238
13910,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,30,84958000.0,2124.515894
13911,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,11,37535431.0,1035.796409
13912,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,25,50867500.0,2009.087393
13913,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,12,19487500.0,1032.598365
13914,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,65,145682486.0,1841.983502
13915,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,9,7025125.0,1099.106659
13916,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,16,24535005.1,1004.732214
13917,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,9,24138300.0,903.598971
13918,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,9,48827576.0,1363.866404
13923,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,31,108307311.0,1965.034353
13924,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,27,32321225.38,1465.945512
13925,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,67,91255068.0,1085.249815
13926,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,13,11851938.0,1203.086175
13951,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-تجارى,31,113655765.0,1026.85545
13952,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العوالي,قطعة أرض-تجارى,7,14043500.0,1967.44624
14016,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,10,21499547.0,3138.002102
14017,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,6,9937000.0,2036.20178
14018,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,10,13202263.0,2339.179082
14047,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الروابي,قطعة أرض-تجارى,7,22852800.0,3773.333333
14156,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,8,55707230.0,4259.031276
14157,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,6,20813862.0,6282.390561
14158,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,15,19024528.0,1118.300486
14159,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,14,37369192.0,2826.641912
14160,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,16,38979632.26,2746.721311
14163,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,51,96340976.85,1640.698065
14164,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,23,44089573.0,1808.796296
14165,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,37,103689848.0,2249.567457
14166,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,34,51055219.5,1339.18463
14167,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,29,42792595.0,1256.962035
14220,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,11,177648723.0,2993.089975
14221,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,26,38884999.98,1304.344361
14222,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,26,29281350.82,1239.799395
14223,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,26,45655950.0,1341.025882
14224,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,35,44644634.73,1052.812912
14229,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,9,19740000.0,2811.776381
14231,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,16,505264599.0,1240.586488
14232,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,7,24565000.0,2556.880391
14233,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,12,156801000.0,2559.476726
14235,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,12,23687000.0,2458.419958
14237,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,24,52911508.81,2240.57271
14238,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,26,90333350.0,2325.237763
14239,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,39,67021194.27,2092.303691
14240,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,30,49076965.89,1766.478289
14261,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,13,12378650.19,1038.632249
14262,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,17,34402894.6,1867.126849
14263,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,11,39756283.0,1202.652158
14264,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,30,64822710.0,1236.302032
14266,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,38,458643233.0,3800.239011
14267,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,24,201464397.78,2307.579766
14268,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,28,440262629.5,1932.967481
14269,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,13,55974271.0,1606.770888
14272,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,14,27241305.5,1468.248986
14273,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,22,38810999.98,1110.427731
14333,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,6,11035663.0,749.549483
14338,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النفل,قطعة أرض-تجارى,6,74834861.74,7486.717647
14340,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,10,12884054.0,1092.351489
14341,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,29,53719370.0,1557.985037
14342,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,10,54504935.67,929.813274
14343,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,21,24598577.5,1231.862306
14364,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,28,129084233.4,2325.88816
14365,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,23,125483346.0,4884.736146
14366,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,36,104989548.14,1547.607883
14367,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,34,226672109.75,4426.194035
14368,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,27,74282377.76,1492.352657
14369,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,41,168879124.0,3908.195956
14370,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,9,19482250.0,1646.14501
14371,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,7,15256495.0,1630.16775
14425,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,15,74955200.0,5586.389479
14426,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,27,179088404.5,4991.535923
14427,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,54,473685346.03,3880.301807
14430,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,42,148163003.0,1353.54982
14431,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,14,18727084.0,1328.159213
14433,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,10,24877296.0,3034.509333
14434,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,8,27045236.0,1748.366013
14443,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,11,99982384.67,3086.93081
14444,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,11,23109500.0,1872.727272
14445,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,7,15887500.0,2689.473684
14565,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,13,47821867.98,3411.481332
14568,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,22,39176956.5,1654.516147
14569,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,99,191877727.03,1463.555836
14570,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,119,134327222.95,845.604766
14571,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,8,23060010.0,2990.46993
14572,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,10,42728810.0,3810.541046
14573,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,13,29157170.0,2539.827784
14574,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,12,22793432.0,2136.45659
14576,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,29,23605000.0,646.288558
14577,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,39,20615000.0,433.955438
14578,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,8,3494600.0,349.512996
14579,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,10,3891080.0,244.29449
14631,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,9,33641718.75,2472.66881
14633,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,6,17282000.0,2950.872453
14634,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,10,18951250.0,2259.794764
14635,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-تجارى,7,8722142.68,1912.328767
14637,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,11,36892500.0,3072.809217
14644,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,32,224712078.0,2725.252345
14645,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,38,244116570.0,2069.948795
14646,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,72,2048605512.26,339.411648
14647,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,48,195467119.0,1624.69634
14649,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,27,26060000.0,1148.245154
14650,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,51,41798149.8,1111.956029
14651,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,68,45120826.03,922.933287
14652,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,24,13373215.7,918.838661
14653,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,13,2147000.0,161.376604
14681,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,9,62116999.0,5300.0
14684,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,10,94674391.0,6475.856025
14685,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,20,96369472.0,2265.263189
14686,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,24,155165738.0,2112.684223
14696,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,87,1026527290.31,1845.32683
14697,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,45,69588750.0,2238.941261
14698,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,86,86663875.0,1590.747008
14699,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,80,88203966.11,1306.994216
14700,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,42,29862322.0,914.475097
14701,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,6,48209890.0,7607.443398
14702,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,7,65705556.0,7942.759404
14703,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,6,139176357.0,4241.24039
14704,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,8,91685351.0,4922.030799
14705,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,30,7565600.0,282.578991
14706,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,16,2181000.0,169.691977
14718,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,31,167100599.75,2199.956915
14719,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,40,128780447.46,1380.052689
14720,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,33,92572592.5,1719.633325
14721,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,29,221931336.0,1395.275652
14745,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,9,62077500.0,4990.731707
14748,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,11,116897199.0,3713.722389
14749,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,9,50537930.0,3311.069741
14802,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,18,17832500.0,835.082029
14803,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,14,19640000.0,1675.61989
14810,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,13,15825000.0,1159.644187
14876,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,21,36198838.97,908.928714
14877,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,36,65898256.42,1147.33071
14878,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,11,14663002.0,630.11014
14879,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,21,50799075.68,1475.565355
14880,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,30,1545617500.0,1266.441192
14882,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,40,83738097.35,1294.756279
14936,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,8,42505000.0,4462.940169
14968,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,7,45575000.0,10188.15331
14969,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,12,328441875.0,8547.091821
14970,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,18,164466997.0,6654.641063
14992,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الربيع,قطعة أرض-تجارى,9,101992116.0,1346.840038
14995,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الربيع,قطعة أرض-تجارى,9,69005397.0,2855.645277
14997,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-تجارى,6,13219184.0,1600.0
14999,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الرفيعة,قطعة أرض-تجارى,10,60629598.0,3581.682974
15060,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,27,308611067.4,5768.048169
15159,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,8,144226185.0,5020.316477
15160,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,10,35893465.64,5271.21934
15220,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,8,44550000.0,3864.050171
15223,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,8,76037218.2,1756.532143
15313,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,6,5633000.0,1416.374269
15361,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,27,23789864.27,1246.465363
15362,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,12,6708100.0,1109.216216
15371,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,7,21065000.0,3136.80839
15407,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,19,56049266.0,726.195516
15433,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,8,31400000.0,3022.571148
15434,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,6,78684017.05,5295.248075
15436,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,7,21843214.0,2852.358093
15471,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,12,195366468.0,4302.839874
15478,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,8,27319691.5,3553.731228
15481,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النزهة,قطعة أرض-تجارى,6,10955238.1,3044.40313
15495,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,53,315305956.46,2067.668823
15496,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,95,513312677.58,2187.176416
15497,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,73,1266203677.59,1548.316235
15498,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,78,270185083.3,1496.005063
15535,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,السويدي,قطعة أرض-تجارى,18,31589951.0,1915.382099
15538,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,السويدي,قطعة أرض-تجارى,11,15750000.0,1956.468574
15635,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,9,78528900.0,5682.497906
15754,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,18,83779022.0,2682.49103
15755,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,13,98699118.9,2654.21878
15756,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,13,273818352.03,2083.785993
15757,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,6,13413500.0,2393.039461
15781,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,21,77810193.0,3246.361114
15782,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,24,829122303.0,2848.634624
15783,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,6,14354921.96,3062.713275
15784,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,18080500.0,2926.483224
15785,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,36792307.0,4314.128997
15858,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,51,322678771.0,1468.771745
15868,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,7,16458094.0,2669.76175
15869,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,6,22100000.0,4379.432624
15870,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,11,17662160.0,1914.287433
15871,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,7,31560000.0,5082.287308
15872,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,6,20400000.0,2382.67148
15873,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,11,32720000.0,3433.508396
15874,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,6,24514000.0,1871.24625
15875,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,14,49074741.0,2980.036002
15886,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,20,85479592.0,1280.074529
15933,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,7,3916330.0,1131.469767
15963,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,10,23402873.66,4376.017913
16005,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,9,11910000.0,2164.0
16006,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,12,19550740.01,2144.971295
16007,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,6,5685000.0,2000.0
16011,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,8,42768037.01,6392.57583
16015,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,6,28363900.0,5139.163258
16029,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,6,17478417.0,1879.76059
16030,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,12,13259328.0,1496.719899
16031,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,10,11920000.0,1128.043515
16032,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,8,24518631.36,2164.515071
16054,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,18,119943783.83,3361.110787
16055,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,6,107901648.0,2571.592852
