,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
10837,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,أم سليم,فيلا,2,850000.0,,وسط الرياض
10838,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الحائر,فيلا,6,2436809.0,840.985126,جنوب الرياض
10839,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الحائر,فيلا,3,1738585.0,,جنوب الرياض
10840,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,2,462500.0,,جنوب الرياض
10841,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,3,92400.0,,جنوب الرياض
10842,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,17,2311145.24,28.501162,جنوب الرياض
10843,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,5,5044093.0,,جنوب الرياض
10844,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,31,22032839.96,38.139685,جنوب الرياض
10845,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,11,4836076.0,274.765647,جنوب الرياض
10846,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,1,200000.0,,شرق الرياض
10847,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,1,2500000.0,,شرق الرياض
10848,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,2,12790524.0,,شرق الرياض
10862,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العريجاء,فيلا,39,44761470.39,2943.173505,غرب الرياض
10863,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العريجاء,فيلا,71,74221276.0,2615.343938,غرب الرياض
10864,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العريجاء,فيلا,60,67080822.46,2956.616593,غرب الرياض
10865,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,أم الحمام الغربي,قطعة أرض-تجارى,4,51810032.0,,غرب الرياض
10866,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفيحاء,فيلا,8,12418934.7,3835.734663,شرق الرياض
10867,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الفيحاء,فيلا,5,5593009.69,,شرق الرياض
10896,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,,فيلا,1,80000.0,,Unknown
10897,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,فيلا,2,15430000.0,,Unknown
10898,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,,فيلا,1,100000.0,,Unknown
10899,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,,قطعة أرض-تجارى,2,1403384.0,,Unknown
10900,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الفيحاء,فيلا,12,17901916.52,4156.112631,شرق الرياض
10901,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفيحاء,فيلا,12,16061192.0,3754.84436,شرق الرياض
10921,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفيحاء,فيلا,9,11827322.07,3714.06202,شرق الرياض
10922,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,36,24835236.0,1800.646551,غرب الرياض
10923,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,16,13172662.29,1655.505617,غرب الرياض
10924,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,16,12571653.33,1409.00104,غرب الرياض
10925,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,26,21165668.91,1237.359735,غرب الرياض
10926,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,2,4054000.0,,شرق الرياض
10927,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,1,4500000.0,,شرق الرياض
10928,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,1,1372000.0,,شرق الرياض
10929,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,7,26263078.64,3737.00239,شرق الرياض
10930,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,1,1600000.0,,شرق الرياض
10931,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,5,10088018.0,,شرق الرياض
10932,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,1,3100000.0,,شرق الرياض
10933,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,3,3668700.0,,شرق الرياض
10977,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,شبرا,فيلا,3,3407500.0,,غرب الرياض
10978,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,شبرا,فيلا,7,6500000.0,2645.994832,غرب الرياض
10979,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,شبرا,فيلا,4,4180219.41,,غرب الرياض
10980,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,شبرا,فيلا,4,4519979.54,,غرب الرياض
10981,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,فيلا,2,3888500.0,,Unknown
10989,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,شبرا,فيلا,19,20597904.0,3670.695836,غرب الرياض
10990,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,159,843350389.9,1942.026636,شرق الرياض
10991,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,منفوحة,فيلا,9,3125000.0,2775.231269,وسط الرياض
10992,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,منفوحة,فيلا,9,6056000.0,3141.751179,وسط الرياض
10993,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,منفوحة,فيلا,9,3360000.0,2707.473581,وسط الرياض
11022,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,منفوحة,فيلا,11,6098000.0,3328.165374,وسط الرياض
11023,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,منفوحة,فيلا,4,2310000.0,,وسط الرياض
11024,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,منفوحة,فيلا,25,9176000.0,2725.933618,وسط الرياض
11025,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,منفوحة,فيلا,8,4250000.0,3591.695683,وسط الرياض
11026,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,منفوحة,فيلا,18,11264243.0,2616.069764,وسط الرياض
11027,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,16,375334214.0,800.594686,شرق الرياض
11028,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,18,62665872.22,779.565025,شرق الرياض
11029,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,21,50335951.0,1443.261887,شرق الرياض
11057,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,27,129591613.25,1282.519157,شرق الرياض
11058,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,49,297490901.01,2104.944582,شرق الرياض
11059,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,منفوحة,فيلا,14,10530805.0,2318.990059,وسط الرياض
11060,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,شبرا,فيلا,4,3378994.0,,غرب الرياض
11066,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,2,2329487.0,,جنوب الرياض
11067,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,فيلا,1,1950000.0,,Unknown
11068,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,,قطعة أرض-تجارى,1,89539000.0,,Unknown
11069,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,,قطعة أرض-تجارى,2,50000000.0,,Unknown
11070,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,,قطعة أرض-تجارى,1,13000000.0,,Unknown
11071,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المروج,فيلا,3,28343132.0,,شمال الرياض
11089,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المروج,فيلا,4,9950000.0,,شمال الرياض
11090,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الوزارات,قطعة أرض-تجارى,1,1000000.0,,وسط الرياض
11091,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الوزارات,قطعة أرض-تجارى,1,800000.0,,وسط الرياض
11094,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فهد,قطعة أرض-تجارى,2,9650000.0,,شمال الرياض
11095,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملك فهد,قطعة أرض-تجارى,2,4248100.0,,شمال الرياض
11101,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,2,2000000.0,,جنوب الرياض
11102,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,1,90000.0,,جنوب الرياض
11103,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,1,5957137.0,,جنوب الرياض
11117,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,1,664285.71,,جنوب الرياض
11118,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,5,22840750.0,,جنوب الرياض
11119,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,1,523177.0,,جنوب الرياض
11120,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,6,65642656.0,1104.041111,جنوب الرياض
11121,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,2,17391562.0,,جنوب الرياض
11122,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,6,35822812.0,1485.638434,جنوب الرياض
11123,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,7,8605000.0,904.368358,جنوب الرياض
11124,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض-تجارى,3,24937184.0,,Unknown
11141,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,قطعة أرض-تجارى,2,54636000.0,,Unknown
11142,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض-تجارى,30,293229243.61,2261.808648,Unknown
11143,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض-تجارى,3,57895950.0,,Unknown
11144,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,,قطعة أرض-تجارى,4,56362266.0,,Unknown
11145,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-تجارى,5,20655607.5,,Unknown
11146,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,4,26800000.0,,شمال الرياض
11147,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,1,5000000.0,,شمال الرياض
11148,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,6,101572190.0,4595.875355,شمال الرياض
11149,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,6,18850000.0,4307.692307,شمال الرياض
11150,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الورود,فيلا,7,40718047.0,8192.621805,شمال الرياض
