,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
27575,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,18,16635425.65,1708.280931
27576,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,32,40483699.28,2444.516185
27577,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,24,18610605.0,1635.846645
27578,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,38,43951638.07,2120.323657
27579,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العارض,قطعة أرض-سكنى,82,196152100.3,3844.420706
27580,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,22,29897372.9,2519.16823
27581,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,28,38249381.28,2230.123589
27582,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,37,36149667.83,1843.10877
27583,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,33,36399004.4,1977.488026
27584,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-سكنى,33,26486892.39,1700.0
27592,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,800000.0,
27593,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,جرير,قطعة أرض-سكنى,5,2250000.0,
27594,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,جرير,قطعة أرض-سكنى,11,10098110.0,1568.498669
27608,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,500000.0,
27609,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,7305540.0,
27610,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,10,3815000.0,1299.83519
27614,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,4,750000.0,
27615,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,5,642000.0,
27616,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,3,4364500.0,
27617,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,14875833.33,2136.325852
27618,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,13,12530480.0,2056.829265
27648,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,805000.0,
27649,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,12,3376816.0,1210.359533
27650,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,505000.0,
27651,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,7,1022000.0,1308.744794
27652,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,4,608759.0,
27653,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,3,1329720.0,
27673,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,10,9871330.0,2038.510972
27674,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,4,1504000.0,
27675,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,4,19542421.49,
27676,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,8,2050000.0,876.829538
27677,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,6,831000.0,1163.598996
27678,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,4,1540000.0,
27679,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,3,910000.0,
27680,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,ثليم,قطعة أرض-سكنى,3,320000.0,
27681,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,5856416.0,1883.541977
27682,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,8,4718292.0,1695.427142
27683,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,14629414.0,2580.695601
27684,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,5,22167150.0,
27685,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,3379050.0,
27686,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,6,10725238.0,1214.152796
27687,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,4884524.0,
27688,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,3,2808336.76,
27689,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,744318.5,
27690,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,3,590000.0,
27691,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,1,400000.0,
27692,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,5315000.0,
27693,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,1,100000.0,
27694,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,2815000.0,
27735,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,,قطعة أرض-سكنى,7,11322387.0,799.985786
27752,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,42,48409398.6,1661.263997
27753,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,32,22846373.94,1455.088239
27754,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,39,47673216.95,2269.56429
27755,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,44,28797755.0,1193.073385
27756,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,39,24782933.0,1178.163495
27757,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,87,46132088.99,784.999072
27758,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,153,181086624.74,1088.097453
27759,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,108,132837692.29,1011.222256
27760,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,92,154650869.41,951.452752
27761,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,87,82700376.08,852.748188
27824,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,اليمامة,قطعة أرض-سكنى,15,3505000.0,860.492632
27825,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,2,1126315.79,
27826,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,7,24332543.0,4509.283819
27827,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,1,500000.0,
27828,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,6,10328315.2,2765.052488
27836,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,77,79747650.25,2263.704601
27837,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,154,140268713.53,1753.588368
27838,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,141,112181260.11,1628.847697
27839,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,106,86359870.55,1333.133479
27844,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-سكنى,3,5046000.0,
27845,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,39,17491920.31,1035.154901
27846,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,82,80675473.41,905.467876
27847,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,92,70528443.18,1010.641242
27848,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,114,72738858.08,815.212548
27865,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,95,125135099.08,3203.42418
27866,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,21,38029826.71,3960.172617
27867,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,32,49433617.0,3168.713112
27868,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,30,54071638.65,2785.912444
27869,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,20,71032139.73,2279.660203
27870,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,13,18197120.35,4281.98216
27878,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,5,10393744.0,
27879,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,18,27696014.96,4526.184945
27880,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,35,50428713.12,2949.766083
27881,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,النفل,قطعة أرض-سكنى,44,60236665.9,2990.579778
27882,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,73,107245646.57,3173.359374
27883,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,16,19037140.69,1935.646459
27884,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,23,28256983.37,2254.02009
27885,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,16,17137900.0,1699.442119
27886,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-سكنى,13,9150000.0,1435.656486
27942,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,8,3055000.0,1377.806669
27943,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,6,2620725.0,1040.460143
27944,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,9,2332500.0,870.021856
27945,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الخالدية,قطعة أرض-سكنى,7,1975000.0,884.146341
27946,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,41,8548181.52,408.544012
27947,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,240,56332588.69,314.494676
27948,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,191,65859752.52,407.384315
27949,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,80,38391499.99,765.465929
27950,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,14,11413873.5,1294.899552
27951,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,5,1658466.0,
27952,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,5,4059200.0,
27953,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,9,11403379.0,2839.411589
27954,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,4,4513492.0,
27955,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-سكنى,26,36730636.06,2412.580804
28001,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,11,11654777.68,1714.788143
28002,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,7,5519677.95,2092.943201
28003,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,351,142422812.0,712.474761
28004,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,239,61738025.45,460.009681
28005,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,186,86276550.0,903.163375
28006,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,165,38355366.82,349.53289
28007,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,153,71463591.0,1001.950995
28008,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,310,73046673.69,271.146855
28009,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-سكنى,676,338655021.94,998.933578
28012,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,11,13795658.55,2128.954772
28013,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,15,19082781.43,1864.281564
28014,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,21,13347059.78,1540.549273
28015,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,9,7780000.0,2130.211307
28016,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,2283272.0,
28017,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,1000000.0,
28018,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,11,16516290.63,2400.870716
28019,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,7,6621485.31,2579.063447
28020,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,12,12753067.25,2460.997335
28021,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,11,30895861.0,2258.47846
28022,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,20,17184674.95,1718.235911
28023,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,4,2349000.0,
28024,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,10,4416640.0,991.067716
28025,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,8,2622250.0,1000.0
28026,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,سلطانة,قطعة أرض-سكنى,6,2037590.0,802.39101
28027,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,10,22321155.0,3602.155141
28028,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,7,8082075.0,2429.134276
28029,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,غرناطة,قطعة أرض-سكنى,17,17460046.72,2620.683351
28079,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,88,71530523.0,2030.535683
28080,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,62,69444093.0,2375.156487
28081,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,البيان,قطعة أرض-سكنى,97,113669123.7,2749.15197
28089,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,11,34096584.0,3374.879227
28090,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,5,8050000.0,
28091,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,النخيل,قطعة أرض-سكنى,18,19149492.1,2803.64914
28092,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,150,17405866.0,270.299995
28093,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,726,84462758.0,219.94843
28094,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,562,50414100.0,170.469305
28095,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,عريض,قطعة أرض-سكنى,218,14460900.0,138.474978
28096,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,12702.0,
28097,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,قطعة أرض-سكنى,5,2784510.0,
28156,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المهدية,قطعة أرض-سكنى,80,83946349.21,2417.701068
28173,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,200000.0,
28174,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,1450000.0,
28175,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,500000.0,
28243,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الحائر,قطعة أرض-سكنى,10,4719486.0,240.948662
28244,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الملز,قطعة أرض-سكنى,20,23003448.67,2063.119097
28299,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,56,61529444.63,1937.022334
28300,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,56,77996964.93,3075.215986
28301,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,39,36946875.71,2117.808204
28302,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,50,49528174.46,2530.433394
28303,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,153,135669763.72,2119.086671
28304,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,اليرموك,قطعة أرض-سكنى,46,57364594.51,2067.594193
28309,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المرسلات,قطعة أرض-سكنى,11,8193792.94,1586.739017
28310,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المرسلات,قطعة أرض-سكنى,12,15117009.0,2612.23458
28311,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المرسلات,قطعة أرض-سكنى,10,13836200.0,2518.574126
28312,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المرسلات,قطعة أرض-سكنى,9,8795496.0,2237.088465
28313,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المرسلات,قطعة أرض-سكنى,13,13611633.88,1945.900998
28403,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,35,56506680.0,3095.298427
28404,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,27,49653464.81,2809.773632
28405,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,47,69555959.22,2347.060829
28406,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العزيزية,قطعة أرض-سكنى,90,54545969.83,1027.514724
28407,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العزيزية,قطعة أرض-سكنى,72,90128591.63,785.495545
28408,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العزيزية,قطعة أرض-سكنى,65,73349296.22,1088.907322
28409,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,13,13038250.0,1804.719728
28410,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,10,9180000.0,1924.031777
28411,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,19,19108783.91,1735.627924
28412,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,20,21259449.98,1805.660146
28413,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العمل,قطعة أرض-سكنى,2,650000.0,
28414,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,8,15030737.0,3984.006396
28415,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,57,18587000.0,357.801149
28416,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,29,22178682.27,1761.253762
28417,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,24,21574112.42,1778.047446
28418,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,7,6600977.33,2605.515239
28419,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,7,748185.0,139.829351
28420,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,2,66000.0,
28421,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,5,4683414.0,
28422,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,10,10235682.71,3383.333333
28423,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,12,8574600.0,2170.366436
28424,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,13,14212716.0,2225.655901
28425,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,7,5750000.0,1741.935483
28426,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,السلي,قطعة أرض-سكنى,6,23000000.0,617.741536
28427,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الروضة,قطعة أرض-سكنى,59,88787789.49,2260.569139
28428,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الشعلة,قطعة أرض-سكنى,144,36874000.0,351.120576
28429,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الشعلة,قطعة أرض-سكنى,4,145300.0,
28460,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,49,17761000.0,386.408794
28461,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,58,21443000.0,416.350143
28462,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,النخبة,قطعة أرض-سكنى,11,5534500.0,579.954954
28495,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,قرطبة,قطعة أرض-سكنى,48,106109172.15,4138.152838
28496,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,قرطبة,قطعة أرض-سكنى,72,95774099.27,2715.50879
28497,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,قرطبة,قطعة أرض-سكنى,74,122895969.85,2565.690138
28498,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,قرطبة,قطعة أرض-سكنى,78,89048090.98,2479.951769
28595,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المحمدية,قطعة أرض-سكنى,10,55788750.0,5723.432475
28596,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المحمدية,قطعة أرض-سكنى,15,101424858.7,3841.360178
28597,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المحمدية,قطعة أرض-سكنى,16,50059096.56,3511.592365
28598,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المحمدية,قطعة أرض-سكنى,9,24510000.0,3641.598028
28599,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الورود,قطعة أرض-سكنى,5,8067974.0,
28600,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الورود,قطعة أرض-سكنى,9,10530710.0,2063.750203
28601,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,القدس,قطعة أرض-سكنى,16,29553700.0,2840.971682
28602,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القدس,قطعة أرض-سكنى,26,33083388.0,2469.049489
28603,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القدس,قطعة أرض-سكنى,45,48249836.31,2354.616005
28604,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القدس,قطعة أرض-سكنى,67,66925552.6,2055.550701
28663,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,166,79818600.0,628.515049
28664,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,2,1580000.0,
28665,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,7,919500.0,175.163398
28666,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,2,86000.0,
28667,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,مغرزات,قطعة أرض-سكنى,13,17532800.4,2445.846549
28668,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الحزم,قطعة أرض-سكنى,31,13200427.93,741.454542
28697,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الياسمين,قطعة أرض-سكنى,237,417445289.82,2812.224673
28698,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الياسمين,قطعة أرض-سكنى,162,306861169.94,2546.175477
28699,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الياسمين,قطعة أرض-سكنى,322,392967984.67,2193.379056
28700,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الياسمين,قطعة أرض-سكنى,160,222424089.99,2121.898547
28701,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,111,43861400.0,419.672825
28702,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,119,48572000.0,579.785259
28703,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,5,2350000.0,
28704,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العلا,قطعة أرض-سكنى,13,4285000.0,199.834847
