,front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
110,ثلاث شوارع,5,5,5,61.0,0,15,1,1,1,1,1,1,0,1800,0,1,1,1,1,1,الرحمانية,شمال الرياض,22000000.0,12222.22222
111,جنوبية,5,5,5,15.0,0,0,1,0,1,1,1,1,0,600,0,1,1,0,1,0,النرجس,شمال الرياض,5800000.0,9666.666667
112,شرقية,5,5,5,20.0,0,0,1,0,1,1,1,1,0,700,0,1,1,0,1,0,النرجس,شمال الرياض,7500000.0,10714.28571
113,شمالية,6,3,3,27.0,1,0,1,1,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,6800000.0,11333.33333
114,شمالية,5,2,5,16.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,بدر,جنوب الرياض,900000.0,3000.0
115,جنوبية غربية,5,5,5,20.0,0,0,1,0,1,1,1,1,0,818,0,1,1,0,1,0,الملقا,شمال الرياض,10000000.0,12224.93888
116,جنوبية,4,1,5,20.0,1,0,0,1,1,1,1,1,1,375,1,1,0,1,0,0,طويق,غرب الرياض,1550000.0,4133.333333
117,غربية,7,4,3,20.0,0,0,0,1,1,1,0,0,0,540,3,0,0,0,0,0,القادسية,شرق الرياض,2300000.0,4259.259259
118,شرقية,5,2,4,22.0,1,0,0,1,1,1,0,1,0,300,2,0,0,0,0,0,الندوة,شرق الرياض,1500000.0,5000.0
119,شرقية,4,-1,3,20.0,1,0,0,0,0,1,0,0,0,238,0,0,0,0,0,0,طيبة,جنوب الرياض,850000.0,3571.428571
120,شمالية,4,2,4,20.0,1,0,0,1,1,1,1,1,0,264,1,0,0,0,0,0,الدار البيضاء,جنوب الرياض,1050000.0,3977.272727
121,شرقية,3,1,3,35.0,0,0,0,0,0,1,1,1,1,360,0,0,0,0,0,0,الشفا,جنوب الرياض,790000.0,2194.444444
122,شمالية,6,3,5,20.0,1,0,0,1,1,0,1,1,0,312,2,0,0,0,0,0,الرمال,شرق الرياض,1750000.0,5608.974359
123,غربية,5,5,5,25.0,0,0,1,0,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,7300000.0,12166.66667
124,غربية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,0,0,0,0,0,طويق,غرب الرياض,1150000.0,3833.333333
125,شمالية,4,-1,2,15.0,0,0,0,0,0,1,0,0,0,250,0,0,0,0,0,0,بدر,جنوب الرياض,850000.0,3400.0
126,شمالية,5,2,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,نمار,غرب الرياض,1360000.0,4533.333333
127,شرقية,5,3,5,22.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,الحزم,غرب الرياض,1200000.0,4000.0
129,شرقية,5,3,5,25.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,ديراب,غرب الرياض,1200000.0,4000.0
130,غربية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,216,0,1,0,0,0,0,الحزم,غرب الرياض,1100000.0,5092.592593
132,شرقية,5,5,5,15.0,1,0,1,0,1,1,0,1,0,353,2,1,0,0,0,0,المعيزيلة,شرق الرياض,1700000.0,4815.864023
133,جنوبية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,275,0,0,0,0,0,0,بدر,جنوب الرياض,900000.0,3272.727273
134,شمالية,7,3,5,15.0,1,0,0,1,1,1,1,1,1,315,1,1,0,0,0,0,بدر,جنوب الرياض,1100000.0,3492.063492
135,شمالية,5,5,5,25.0,0,0,1,0,1,1,1,1,0,420,0,1,1,0,1,0,الملقا,شمال الرياض,5200000.0,12380.95238
136,شرقية,6,2,5,15.0,1,0,0,1,1,1,0,1,0,300,1,1,1,0,0,0,الرمال,شرق الرياض,1400000.0,4666.666667
137,غربية,4,2,4,15.0,1,0,1,0,0,1,1,1,0,375,2,1,1,0,0,0,الرمال,شرق الرياض,2000000.0,5333.333333
138,جنوبية,5,5,5,15.0,1,0,1,1,1,1,0,1,0,312,2,1,0,0,0,0,الرمال,شرق الرياض,1750000.0,5608.974359
139,شمالية,5,-1,2,20.0,0,0,0,0,0,1,0,0,0,300,0,0,0,0,0,0,العزيزية,جنوب الرياض,800000.0,2666.666667
141,شمالية,5,5,5,18.0,1,0,1,1,1,1,1,1,0,300,1,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,5000.0
142,غربية,5,3,5,21.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1220000.0,4880.0
143,شمالية,5,3,5,20.0,0,0,0,1,1,1,0,1,1,350,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,3285.714286
144,شرقية,5,5,5,15.0,1,0,1,0,1,1,0,1,1,275,1,1,0,0,0,0,القادسية,شرق الرياض,1600000.0,5818.181818
145,غربية,5,5,5,15.0,0,0,1,1,1,1,0,1,1,260,0,1,0,0,0,0,طيبة,جنوب الرياض,900000.0,3461.538462
146,غربية,6,3,5,20.0,1,0,0,1,1,0,1,1,0,313,1,0,0,0,0,0,الحزم,غرب الرياض,1200000.0,3833.865815
147,شمالية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,نمار,غرب الرياض,1300000.0,4333.333333
148,شرقية,5,5,5,15.0,0,0,1,1,1,1,0,1,1,250,0,1,0,0,0,0,الرمال,شرق الرياض,1100000.0,4400.0
149,شرقية,4,3,5,20.0,1,0,0,0,1,1,1,1,0,360,2,1,0,0,0,0,الملك خالد الدولي,شمال الرياض,1700000.0,4722.222222
152,شرقية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,280,0,1,0,0,0,0,طيبة,جنوب الرياض,900000.0,3214.285714
153,شرقية,4,3,5,21.0,1,0,0,1,1,1,1,1,0,200,0,1,1,0,0,0,المهدية,غرب الرياض,1600000.0,8000.0
154,جنوبية غربية,7,1,4,20.0,1,0,1,0,1,1,0,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1750000.0,5833.333333
155,غربية,4,2,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1180000.0,3933.333333
156,جنوبية,5,3,5,18.0,0,0,0,1,1,1,1,1,1,250,0,0,0,0,0,0,بدر,جنوب الرياض,850000.0,3400.0
157,جنوبية,5,2,5,15.0,1,0,0,0,1,1,0,1,0,255,1,1,0,0,0,0,القادسية,شرق الرياض,1350000.0,5294.117647
158,شمالية,5,5,5,20.0,1,2,1,1,1,1,1,1,0,1050,0,1,1,1,1,0,الملقا,شمال الرياض,12000000.0,11428.57143
159,جنوبية شرقية,6,3,5,15.0,1,0,0,1,1,0,0,1,1,262,0,0,0,0,0,0,بدر,جنوب الرياض,880000.0,3358.778626
161,شرقية,3,1,5,20.0,0,0,0,1,1,1,0,1,0,450,0,0,0,0,0,0,ظهرة لبن,غرب الرياض,1400000.0,3111.111111
162,شرقية,5,2,5,20.0,0,0,0,1,1,1,1,1,0,450,0,1,0,1,0,0,الحزم,غرب الرياض,1300000.0,2888.888889
163,جنوبية,6,-1,3,20.0,0,0,0,0,0,1,0,0,1,270,0,0,0,0,0,0,بدر,جنوب الرياض,970000.0,3592.592593
164,جنوبية,5,4,5,20.0,0,0,1,0,1,1,1,1,0,500,0,1,1,0,1,0,حطين,شمال الرياض,7000000.0,14000.0
165,غربية,4,3,5,20.0,1,0,0,1,1,1,1,1,1,375,2,1,1,0,0,0,طويق,غرب الرياض,1600000.0,4266.666667
166,شرقية,5,3,5,20.0,1,0,0,1,1,1,0,1,0,300,1,1,0,0,0,0,الرمال,شرق الرياض,1350000.0,4500.0
168,جنوبية,6,3,5,20.0,1,0,0,1,1,0,1,1,0,244,1,0,0,0,0,0,الرمال,شرق الرياض,1350000.0,5532.786885
169,شمالية,5,3,5,16.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1200000.0,4000.0
170,شرقية,5,2,5,20.0,1,0,1,1,1,1,1,1,1,375,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
171,شمالية,5,2,4,20.0,0,5,1,1,1,1,1,1,0,350,3,1,0,1,0,0,الرمال,شرق الرياض,1700000.0,4857.142857
172,شرقية,6,3,5,20.0,1,0,0,1,1,0,1,1,1,250,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,850000.0,3400.0
173,شمالية,6,3,5,18.0,1,0,0,1,1,0,0,1,0,312,2,0,0,0,0,0,الرمال,شرق الرياض,1250000.0,4006.410256
174,شرقية,6,3,5,20.0,1,0,0,1,1,0,0,1,1,275,0,0,0,0,0,0,عكاظ,جنوب الرياض,900000.0,3272.727273
175,جنوبية,4,2,4,20.0,1,0,0,0,0,1,0,0,0,218,1,0,0,0,0,0,الشفا,جنوب الرياض,1170000.0,5366.972477
176,شرقية,5,1,4,20.0,0,0,0,0,0,1,0,0,1,250,0,0,0,0,0,0,بدر,جنوب الرياض,1020000.0,4080.0
177,شرقية,5,3,5,20.0,1,0,0,1,1,0,1,1,0,240,1,0,0,0,0,0,الرمال,شرق الرياض,1400000.0,5833.333333
178,شرقية,3,3,3,20.0,1,0,0,0,0,1,0,0,0,420,0,0,0,0,0,0,بدر,جنوب الرياض,1000000.0,2380.952381
179,شمالية غربية,2,-1,3,5.0,0,0,0,0,0,1,0,0,0,260,0,0,0,0,0,0,الشفا,جنوب الرياض,900000.0,3461.538462
180,جنوبية,5,3,5,15.0,1,0,0,0,1,1,0,1,0,240,1,1,0,0,0,0,الرمال,شرق الرياض,1170000.0,4875.0
181,شمالية,3,-1,3,20.0,0,0,0,0,0,1,0,0,1,300,0,0,0,0,0,0,بدر,جنوب الرياض,900000.0,3000.0
184,شرقية,6,3,4,20.0,1,0,0,1,1,1,0,1,0,375,2,1,1,0,0,0,المهدية,غرب الرياض,3500000.0,9333.333333
185,شرقية,5,2,5,15.0,1,12,1,0,1,1,1,1,0,400,0,0,0,1,0,0,الخليج,شرق الرياض,2000000.0,5000.0
186,جنوبية غربية,3,1,3,21.0,1,0,0,0,0,1,0,0,0,426,0,0,0,0,0,0,طيبة,جنوب الرياض,1080000.0,2535.211268
187,شمالية,5,2,4,15.0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,الحزم,غرب الرياض,710000.0,2268.370607
188,شمالية,4,1,5,20.0,1,0,0,1,1,1,1,1,1,360,2,1,0,1,0,0,طويق,غرب الرياض,1550000.0,4305.555556
189,شمالية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1200000.0,4000.0
190,شمالية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,300,1,1,0,0,1,0,نمار,غرب الرياض,1400000.0,4666.666667
191,شمالية غربية,5,4,5,15.0,1,6,1,0,1,1,1,1,1,1012,0,1,1,0,1,1,الغدير,شمال الرياض,7000000.0,6916.996047
193,غربية,5,1,3,20.0,1,0,0,0,0,1,0,0,0,250,0,0,0,0,0,0,طيبة,جنوب الرياض,680000.0,2720.0
194,جنوبية,5,1,5,20.0,1,0,0,0,0,1,0,0,0,244,1,0,0,0,0,0,الشرق,شرق الرياض,1350000.0,5532.786885
195,جنوبية,4,2,5,15.0,1,0,1,0,1,1,1,1,0,300,0,1,1,0,1,0,الملقا,شمال الرياض,3800000.0,12666.66667
198,جنوبية غربية,4,2,4,20.0,0,0,0,1,0,1,0,0,1,255,0,0,0,0,0,0,طويق,غرب الرياض,700000.0,2745.098039
199,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,290,1,1,0,0,0,0,نمار,غرب الرياض,1350000.0,4655.172414
200,غربية,6,3,5,18.0,1,0,0,1,1,0,1,1,0,300,1,0,0,0,0,0,الملك خالد الدولي,شرق الرياض,1300000.0,4333.333333
201,شمالية,5,3,5,15.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,950000.0,4750.0
204,جنوبية,5,-1,3,18.0,1,0,0,0,0,1,0,0,0,375,0,0,0,0,0,0,الشفا,جنوب الرياض,660000.0,1760.0
205,شمالية,5,4,5,15.0,1,0,0,1,1,1,0,1,0,300,2,1,0,0,0,0,Unknown,شرق الرياض,1250000.0,4166.666667
206,شمالية,4,2,5,20.0,1,0,1,0,1,1,1,1,0,730,0,1,1,1,0,1,القيروان,شمال الرياض,7500000.0,10273.9726
207,شرقية,5,2,4,20.0,1,0,0,1,1,1,1,1,0,252,1,0,0,0,0,0,بدر,جنوب الرياض,950000.0,3769.84127
208,شرقية,7,2,5,20.0,1,0,0,1,1,1,1,1,0,307,1,1,1,0,0,0,الرمال,شرق الرياض,1600000.0,5211.726384
209,شمالية,4,2,3,20.0,0,0,0,0,0,1,0,0,0,265,0,0,0,0,0,0,الحزم,غرب الرياض,1050000.0,3962.264151
210,شمالية,4,2,5,20.0,1,0,0,1,1,1,1,1,1,315,1,0,0,0,0,0,العوالي,غرب الرياض,1400000.0,4444.444444
211,جنوبية,5,2,5,18.0,0,2,1,0,1,1,1,1,0,585,3,1,1,0,0,0,المونسية,شرق الرياض,3000000.0,5128.205128
212,شمالية شرقية,5,5,5,25.0,0,0,1,0,1,1,1,1,0,1000,0,1,1,0,1,0,الملقا,شمال الرياض,15000000.0,15000.0
213,شمالية,5,3,5,15.0,1,0,0,0,1,1,0,1,0,240,1,1,0,0,0,0,الرمال,شرق الرياض,1170000.0,4875.0
214,جنوبية,5,1,5,15.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,طويق,غرب الرياض,1250000.0,4166.666667
216,شرقية,5,3,5,20.0,1,0,0,1,1,0,0,1,1,250,0,0,0,0,0,0,بدر,جنوب الرياض,1100000.0,4400.0
217,شرقية,3,1,4,20.0,0,0,0,1,1,1,1,1,0,375,0,0,0,0,0,0,طويق,غرب الرياض,1200000.0,3200.0
218,جنوبية,4,1,5,20.0,1,0,0,1,0,1,0,1,0,360,2,1,0,0,0,0,طويق,غرب الرياض,1500000.0,4166.666667
219,شرقية,4,1,3,29.0,0,0,0,0,1,1,0,1,1,360,0,0,0,0,0,0,الشفا,جنوب الرياض,790000.0,2194.444444
221,شرقية,4,2,5,20.0,1,0,0,1,1,1,0,1,1,214,0,1,0,0,0,0,طيبة,جنوب الرياض,790000.0,3691.588785
223,جنوبية,7,4,5,15.0,0,12,1,1,1,1,1,1,0,875,4,1,0,0,0,0,النسيم الغربي,شرق الرياض,1800050.0,2057.2
224,جنوبية شرقية,6,2,5,20.0,1,4,1,1,1,1,1,1,0,450,0,1,1,1,0,0,قرطبة,شرق الرياض,3500000.0,7777.777778
225,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,0,375,0,0,0,0,0,0,بدر,جنوب الرياض,1164000.0,3104.0
227,شمالية غربية,5,3,5,20.0,1,0,0,0,1,1,0,1,0,264,0,1,1,0,1,0,النرجس,شمال الرياض,3000000.0,11363.63636
228,جنوبية,5,5,5,18.0,1,0,1,1,1,1,1,1,0,300,1,1,0,0,0,0,الرمال,شرق الرياض,1400000.0,4666.666667
229,غربية,4,4,5,18.0,1,0,1,0,1,1,1,1,0,225,0,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1200000.0,5333.333333
230,شرقية,5,1,5,15.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,طويق,غرب الرياض,1160000.0,3866.666667
232,غربية,4,-1,3,18.0,1,0,0,0,0,1,0,0,0,310,0,0,0,0,0,0,بدر,جنوب الرياض,920000.0,2967.741935
233,شمالية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,0,0,0,0,0,طويق,غرب الرياض,1150000.0,3833.333333
235,شمالية,5,-1,3,20.0,0,0,0,0,0,1,0,0,0,240,1,0,0,0,0,0,العزيزية,جنوب الرياض,850000.0,3541.666667
236,جنوبية,6,3,5,20.0,1,0,0,0,1,0,1,1,0,281,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,1050000.0,3736.654804
237,جنوبية,5,2,5,25.0,1,0,0,1,1,1,1,1,0,300,0,1,0,0,0,0,نمار,غرب الرياض,1250000.0,4166.666667
238,شمالية,5,2,5,20.0,1,0,1,1,1,1,1,1,0,270,1,1,0,0,0,0,طويق,غرب الرياض,1300000.0,4814.814815
239,جنوبية,5,5,5,15.0,1,0,1,0,1,1,1,1,0,281,1,1,0,0,0,0,الرمال,شرق الرياض,1450000.0,5160.142349
240,جنوبية غربية,7,2,5,20.0,1,7,1,1,1,1,1,1,1,370,0,1,0,1,0,0,الدار البيضاء,جنوب الرياض,1100000.0,2972.972973
242,شرقية,6,3,5,18.0,0,0,0,1,1,0,0,1,0,300,1,0,0,0,0,0,طيبة,جنوب الرياض,1130000.0,3766.666667
243,جنوبية غربية,5,2,5,20.0,1,0,0,1,0,1,1,1,0,234,1,1,0,1,0,0,عكاظ,جنوب الرياض,1050000.0,4487.179487
244,شمالية,5,2,5,12.0,1,0,0,1,1,1,1,1,1,375,0,1,0,0,1,0,طويق,غرب الرياض,1300000.0,3466.666667
245,غربية,3,1,3,15.0,0,0,0,0,1,1,1,1,0,300,3,1,0,0,0,0,الدار البيضاء,جنوب الرياض,1030000.0,3433.333333
247,غربية,5,2,4,20.0,1,3,0,0,0,1,1,1,0,320,2,0,0,0,0,0,الرمال,شرق الرياض,1400000.0,4375.0
248,شرقية,4,1,3,35.0,0,0,0,0,1,1,0,1,1,360,0,0,0,0,0,0,الشفا,جنوب الرياض,790000.0,2194.444444
249,جنوبية غربية,5,3,5,15.0,0,7,0,1,1,1,0,1,0,375,1,0,0,0,0,0,طويق,غرب الرياض,1370000.0,3653.333333
250,شمالية,5,2,5,20.0,0,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,970000.0,4850.0
251,جنوبية غربية,5,2,5,20.0,1,8,1,0,1,1,1,1,0,900,2,1,0,1,1,0,الدار البيضاء,جنوب الرياض,2500000.0,2777.777778
252,جنوبية شرقية,5,2,5,15.0,1,0,0,0,1,1,0,1,0,215,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,980000.0,4558.139535
254,شمالية,5,3,5,15.0,1,0,0,0,1,1,0,1,0,240,1,1,0,0,0,0,الرمال,شرق الرياض,1150000.0,4791.666667
255,جنوبية,5,2,5,20.0,1,0,0,0,1,1,1,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
256,شمالية,6,3,5,20.0,1,0,0,1,1,0,0,1,0,300,0,0,0,0,0,0,عكاظ,جنوب الرياض,1000000.0,3333.333333
257,جنوبية,3,1,3,20.0,0,0,0,0,0,1,0,0,0,300,0,0,0,0,0,0,طيبة,جنوب الرياض,1100000.0,3666.666667
258,شمالية,5,2,5,20.0,0,0,0,0,1,1,1,1,1,300,0,1,0,0,1,0,طويق,غرب الرياض,1180000.0,3933.333333
260,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,العريجاء الغربية,غرب الرياض,1150000.0,5750.0
261,جنوبية,6,3,5,27.0,1,0,1,1,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,6800000.0,11333.33333
262,شمالية شرقية,5,1,5,25.0,0,7,0,0,1,1,1,1,0,770,4,1,0,0,0,0,الدار البيضاء,جنوب الرياض,2000000.0,2597.402597
263,جنوبية,4,2,4,20.0,0,0,0,1,1,1,1,1,0,360,0,1,0,1,0,0,طويق,غرب الرياض,1070000.0,2972.222222
264,جنوبية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,طويق,غرب الرياض,1200000.0,4000.0
265,جنوبية شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,1,312,1,1,1,0,0,0,طويق,غرب الرياض,1500000.0,4807.692308
266,غربية,5,2,5,15.0,1,0,0,1,1,1,1,1,1,270,0,1,0,0,0,0,Unknown,غرب الرياض,1150000.0,4259.259259
267,شرقية,5,1,4,20.0,0,0,0,0,1,1,0,1,0,285,0,0,0,0,0,0,عكاظ,جنوب الرياض,650000.0,2280.701754
269,شمالية,4,2,5,20.0,1,0,0,1,1,1,1,1,1,300,1,0,0,0,0,0,طويق,غرب الرياض,1400000.0,4666.666667
270,جنوبية,6,2,4,20.0,1,0,0,1,1,1,0,1,0,360,2,1,1,0,0,0,الرمال,شرق الرياض,1600000.0,4444.444444
273,شرقية,4,2,5,20.0,1,0,0,1,1,1,1,1,0,375,1,1,1,0,0,0,المهدية,غرب الرياض,2200000.0,5866.666667
274,شمالية,3,1,3,5.0,0,0,0,1,0,1,1,1,0,360,0,1,0,1,0,0,طويق,غرب الرياض,1200000.0,3333.333333
275,غربية,4,3,5,15.0,0,0,1,0,0,1,1,1,0,300,1,1,0,0,0,0,النرجس,شمال الرياض,2550000.0,8500.0
276,جنوبية,5,2,5,20.0,1,0,0,1,0,1,1,1,0,350,1,1,0,0,0,0,نمار,غرب الرياض,1550000.0,4428.571429
277,شمالية,5,5,5,15.0,0,0,1,0,1,1,1,1,0,435,0,1,1,0,0,0,النرجس,شمال الرياض,4500000.0,10344.82759
279,جنوبية,5,5,5,20.0,0,0,1,0,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,7300000.0,12166.66667
280,شمالية,5,1,5,15.0,1,0,0,1,1,1,1,1,0,300,1,1,0,0,0,0,طويق,غرب الرياض,1350000.0,4500.0
281,شمالية,5,5,5,20.0,0,0,1,0,1,1,1,1,0,312,1,1,1,0,0,0,النرجس,شمال الرياض,3100000.0,9935.897436
282,شمالية,5,1,5,15.0,1,0,0,1,1,1,1,1,0,280,1,1,0,0,0,0,طويق,غرب الرياض,1200000.0,4285.714286
283,شمالية غربية,5,2,5,15.0,1,0,1,0,1,1,1,1,0,462,0,1,1,0,1,0,الياسمين,شمال الرياض,5200000.0,11255.41126
284,شمالية,4,4,4,15.0,0,0,1,0,1,1,1,1,0,325,0,1,1,0,1,0,النرجس,شمال الرياض,3200000.0,9846.153846
285,جنوبية,7,2,5,15.0,1,0,1,0,1,1,0,1,0,600,2,1,1,0,0,0,النرجس,شمال الرياض,7000000.0,11666.66667
287,غربية,5,1,5,15.0,1,4,1,1,1,1,1,1,0,420,2,1,0,0,0,0,الرمال,شرق الرياض,2000000.0,4761.904762
288,شرقية,3,5,5,18.0,0,0,0,1,1,1,1,1,0,450,0,0,0,0,0,0,ظهرة لبن,غرب الرياض,1400000.0,3111.111111
289,جنوبية,5,1,4,31.0,1,2,0,1,1,1,1,1,0,276,1,1,0,0,0,0,الرمال,شرق الرياض,1300000.0,4710.144928
291,جنوبية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,375,1,1,0,0,1,0,طويق,غرب الرياض,1500000.0,4000.0
292,شمالية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,230,0,0,0,0,0,0,بدر,جنوب الرياض,830000.0,3608.695652
293,جنوبية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,270,0,1,0,0,0,0,الحزم,غرب الرياض,1050000.0,3888.888889
294,غربية,4,3,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1380000.0,4600.0
295,شمالية,4,1,4,15.0,1,0,1,0,0,1,0,0,0,375,1,1,1,0,0,0,العارض,شمال الرياض,3000000.0,8000.0
297,غربية,5,3,4,28.0,1,0,1,0,0,1,1,1,0,600,0,1,1,0,1,0,حطين,شمال الرياض,6800000.0,11333.33333
298,جنوبية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,312,0,1,1,0,0,0,طويق,غرب الرياض,1450000.0,4647.435897
299,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,312,1,1,0,0,0,0,الحزم,غرب الرياض,1280000.0,4102.564103
300,غربية,5,5,5,20.0,1,0,1,1,1,1,0,1,0,300,2,1,0,0,0,0,الشرق,شرق الرياض,1900000.0,6333.333333
301,شمالية,3,1,4,20.0,0,0,0,0,0,1,0,0,0,300,0,0,0,0,0,0,العزيزية,جنوب الرياض,750000.0,2500.0
302,جنوبية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1100000.0,5500.0
305,جنوبية شرقية,6,3,5,35.0,1,0,0,1,1,0,1,1,0,252,0,0,0,0,0,0,عكاظ,جنوب الرياض,1120000.0,4444.444444
306,شمالية,7,1,5,15.0,1,0,0,1,1,1,0,1,0,330,1,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,4545.454545
309,شمالية,5,3,5,30.0,1,0,0,1,1,1,1,1,0,360,2,0,0,0,0,0,العريجاء الغربية,غرب الرياض,1850000.0,5138.888889
310,شمالية,5,3,5,20.0,0,0,0,1,0,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1200000.0,4000.0
312,جنوبية,5,3,5,18.0,1,0,0,0,1,1,0,1,0,260,1,1,0,0,0,0,الجنادرية,شرق الرياض,1350000.0,5192.307692
313,شمالية,5,3,5,19.0,1,0,0,1,1,1,1,1,0,360,2,0,0,0,0,0,طويق,غرب الرياض,1450000.0,4027.777778
314,شمالية غربية,5,4,5,25.0,1,2,1,1,1,1,1,1,0,490,2,1,0,0,0,0,القادسية,شرق الرياض,3200000.0,6530.612245
315,شمالية شرقية,7,3,5,18.0,1,0,1,1,0,1,1,1,0,340,1,1,1,0,0,0,الرمال,شرق الرياض,1700000.0,5000.0
317,شمالية,5,3,5,15.0,0,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,3833.333333
318,جنوبية,6,3,5,20.0,1,0,0,1,1,0,1,1,1,300,0,0,0,0,0,0,عكاظ,جنوب الرياض,1050000.0,3500.0
320,غربية,6,3,5,26.0,1,0,1,1,1,1,1,1,0,600,0,1,1,0,1,0,الملقا,شمال الرياض,6700000.0,11166.66667
321,شمالية غربية,5,1,4,20.0,1,0,0,0,1,1,0,1,0,252,0,0,0,0,0,0,الشفا,جنوب الرياض,1060000.0,4206.349206
322,شرقية,5,5,5,20.0,0,0,0,1,1,1,0,1,0,275,1,1,0,0,0,0,القادسية,شرق الرياض,1550000.0,5636.363636
323,شمالية شرقية,4,4,4,15.0,0,0,1,0,1,1,0,1,1,200,0,1,0,0,0,0,أم الحمام الغربي,غرب الرياض,1600000.0,8000.0
324,شمالية,4,4,4,15.0,0,8,1,0,1,1,1,1,0,350,0,1,0,0,0,0,الياسمين,شمال الرياض,2900000.0,8285.714286
325,شمالية غربية,5,5,5,30.0,0,2,1,0,1,1,1,1,0,1750,0,1,1,0,1,0,حطين,شمال الرياض,30000000.0,17142.85714
326,شرقية,3,1,3,15.0,0,0,0,0,1,1,1,1,0,360,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,930000.0,2583.333333
328,جنوبية غربية,5,-1,2,20.0,1,0,0,0,0,1,0,0,0,225,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,1050000.0,4666.666667
329,جنوبية,5,5,5,20.0,1,0,0,1,1,1,0,1,0,375,2,1,0,0,0,0,النهضة,شرق الرياض,2300000.0,6133.333333
330,شرقية,5,2,5,15.0,1,0,0,1,1,1,1,1,0,300,1,1,0,0,0,0,طويق,غرب الرياض,1350000.0,4500.0
331,شمالية,4,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
332,غربية,5,3,5,15.0,1,0,0,1,1,1,1,1,0,300,0,0,0,0,0,0,طويق,غرب الرياض,1250000.0,4166.666667
333,شمالية,4,3,5,15.0,1,0,0,1,1,1,1,1,0,390,2,1,0,0,0,0,نمار,غرب الرياض,1650000.0,4230.769231
